estimand_type,estimand_id,g,t,k,method,post_mean,post_median,sd,q025,q05,q95,q975,p_bayes_tail_min,p_bayes_two_sided,p_bayes,true,family,design,degree,N,rep,seed,task_estimator,max_control_odds,effective_sample_size,max_normalized_weight,fold_sizes
PRE,k=-4,,,-4.0,pretrend,0.06525855770482589,0.05605793690444787,0.21444872105479942,-0.35859201916199157,-0.2863791379828544,0.4330690993066198,0.5008851761065624,0.39866666666666667,0.7973333333333333,0.7973333333333333,-0.0,correction_completion,PT_conditional,3,200,76,1040267835,raw_structured,,,,
PRE,k=-3,,,-3.0,pretrend,0.08151535689619953,0.04813383377425555,0.2133622694063255,-0.32563182881598585,-0.25502453634075817,0.4536889451759123,0.5414141673585501,0.4166666666666667,0.8333333333333334,0.8333333333333334,-0.0,correction_completion,PT_conditional,3,200,76,1040267835,raw_structured,,,,
PRE,k=-2,,,-2.0,pretrend,-0.08301109256200563,0.0,0.17358052025057621,-0.4722590202113408,-0.40475198300042925,0.1735262824792288,0.23705766290538066,0.51,1.0,1.0,-0.0,correction_completion,PT_conditional,3,200,76,1040267835,raw_structured,,,,
PRE,slope,,,,pretrend,-0.019699663881776505,-0.015468812719030594,0.07792570955440806,-0.17906675264505342,-0.15431646062490503,0.10768736193706355,0.13515028963695022,0.424,0.848,0.848,0.0,correction_completion,PT_conditional,3,200,76,1040267835,raw_structured,,,,
PRE_SUB,X1=0_k=-4,,,-4.0,pretrend,0.10615102611289828,0.08426287894417853,0.24098840328978846,-0.34458289555951965,-0.2664968856114089,0.5426823527940731,0.6306703146325389,0.3566666666666667,0.7133333333333334,0.7133333333333334,-0.0,correction_completion,PT_conditional,3,200,76,1040267835,raw_structured,,,,
PRE_SUB,X1=0_k=-3,,,-3.0,pretrend,0.1198684775157894,0.07850854587050743,0.23843850269721872,-0.3062872543933978,-0.23979951384833023,0.5456997986262643,0.6452170368555938,0.37666666666666665,0.7533333333333333,0.7533333333333333,-0.0,correction_completion,PT_conditional,3,200,76,1040267835,raw_structured,,,,
PRE_SUB,X1=0_k=-2,,,-2.0,pretrend,-0.05373541816701245,0.0,0.18267231504371248,-0.4400767350886777,-0.38300190217075286,0.254779319228884,0.34783035353656133,0.5626666666666666,1.0,1.0,-0.0,correction_completion,PT_conditional,3,200,76,1040267835,raw_structured,,,,
PRE_SUB,X1=1_k=-4,,,-4.0,pretrend,0.039700764949780636,0.033702659807604854,0.226382250807795,-0.41968706926300353,-0.3463241663905015,0.41332469551316126,0.4835968087439341,0.43666666666666665,0.8733333333333333,0.8733333333333333,-0.0,correction_completion,PT_conditional,3,200,76,1040267835,raw_structured,,,,
PRE_SUB,X1=1_k=-3,,,-3.0,pretrend,0.05754465650895586,0.02328654743884473,0.2248139972238083,-0.4038140916410888,-0.31345302680730036,0.43886069588703214,0.5377743521751093,0.4573333333333333,0.9146666666666666,0.9146666666666666,-0.0,correction_completion,PT_conditional,3,200,76,1040267835,raw_structured,,,,
PRE_SUB,X1=1_k=-2,,,-2.0,pretrend,-0.10130838905887639,-0.001212315589876496,0.1950070296593494,-0.5918473945032946,-0.45985769094427037,0.16373496653610192,0.2251309612720401,0.49866666666666665,0.9973333333333333,0.9973333333333333,-0.0,correction_completion,PT_conditional,3,200,76,1040267835,raw_structured,,,,
