estimand_type,estimand_id,g,t,k,method,post_mean,post_median,sd,q025,q05,q95,q975,p_bayes_tail_min,p_bayes_two_sided,p_bayes,true,family,design,degree,N,rep,seed,task_estimator,max_control_odds,effective_sample_size,max_normalized_weight,fold_sizes
PRE,k=-4,,,-4.0,pretrend,-0.2999481579562458,-0.30190912225529,0.19954245819145408,-0.6810460053590977,-0.6115224643926488,0.03361420152349189,0.10991380218001538,0.06933333333333333,0.13866666666666666,0.13866666666666666,-0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
PRE,k=-3,,,-3.0,pretrend,-0.3363053277786047,-0.3444815055992283,0.18974223619039307,-0.7074706137615027,-0.6413052225791601,0.0,0.03411495493208988,0.052,0.104,0.104,-0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
PRE,k=-2,,,-2.0,pretrend,-0.4371677576979956,-0.44049327971675944,0.19252225716110055,-0.8146993987668686,-0.7593872706155902,-0.11195875576784074,0.0,0.03333333333333333,0.06666666666666667,0.06666666666666667,-0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
PRE,slope,,,,pretrend,0.14354449193742444,0.14426722684383064,0.07503250112388188,-0.0030295027757666717,0.01782687356563592,0.2629610755329289,0.28814121819555827,0.035333333333333335,0.07066666666666667,0.07066666666666667,0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
PRE_SUB,X1=0_k=-4,,,-4.0,pretrend,-0.2874930493315147,-0.29435115405673373,0.2077401753458616,-0.679663104041663,-0.6113327205907098,0.07383012446092858,0.14296873366977264,0.09133333333333334,0.18266666666666667,0.18266666666666667,-0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
PRE_SUB,X1=0_k=-3,,,-3.0,pretrend,-0.32272631909432853,-0.33193087006488586,0.19839713165636305,-0.7038131859907439,-0.635295702829477,0.01599081468915584,0.08415026097062978,0.07066666666666667,0.14133333333333334,0.14133333333333334,-0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
PRE_SUB,X1=0_k=-2,,,-2.0,pretrend,-0.4277420113412376,-0.4327973644906205,0.19563440800310714,-0.8134694458362274,-0.7553321334552615,-0.08185791096549094,0.0,0.037333333333333336,0.07466666666666667,0.07466666666666667,-0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
PRE_SUB,X1=1_k=-4,,,-4.0,pretrend,-0.30963546466437,-0.3149340526201629,0.20546143015875348,-0.7179764515552185,-0.6302047333962979,0.03206559138271216,0.10316150251899445,0.06733333333333333,0.13466666666666666,0.13466666666666666,-0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
PRE_SUB,X1=1_k=-3,,,-3.0,pretrend,-0.3468667789774861,-0.35215382133339057,0.1953556480032837,-0.7301910926091322,-0.661673642614732,-0.00019479625879652437,0.03254332008511796,0.05,0.1,0.1,-0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
PRE_SUB,X1=1_k=-2,,,-2.0,pretrend,-0.4444988937532518,-0.4437686302888716,0.1990786339042368,-0.8444316896524954,-0.7872986803407869,-0.11195875576784087,0.0,0.034,0.068,0.068,-0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
PRE_SUB,X2=low_k=-4,,,-4.0,pretrend,-0.2874829489653545,-0.2917165276109591,0.20419860532425715,-0.6709196025834917,-0.6033780608811298,0.052445237132362536,0.13105079454869117,0.08266666666666667,0.16533333333333333,0.16533333333333333,-0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
PRE_SUB,X2=low_k=-3,,,-3.0,pretrend,-0.32393234152991957,-0.33079508623138254,0.19531120912950795,-0.7065694154298516,-0.6293831711944913,0.002607839218935952,0.055571810792818484,0.06466666666666666,0.12933333333333333,0.12933333333333333,-0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
PRE_SUB,X2=low_k=-2,,,-2.0,pretrend,-0.42486105109761135,-0.42894369641611363,0.19656234620552485,-0.8178786818726946,-0.7607443029102372,-0.09762638978320715,0.0,0.034666666666666665,0.06933333333333333,0.06933333333333333,-0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
PRE_SUB,X2=high_k=-4,,,-4.0,pretrend,-0.3088932609963621,-0.3144332728024263,0.2057288649819545,-0.7148519134057957,-0.6237835753389153,0.028128406177822987,0.09995878898661577,0.06666666666666667,0.13333333333333333,0.13333333333333333,-0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
PRE_SUB,X2=high_k=-3,,,-3.0,pretrend,-0.3451317064367736,-0.34964551226242,0.19529608271629148,-0.7379604078530809,-0.6597110564968066,0.0,0.029345707910589495,0.050666666666666665,0.10133333333333333,0.10133333333333333,-0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
PRE_SUB,X2=high_k=-2,,,-2.0,pretrend,-0.44607441871411796,-0.44925300938063595,0.19827676974417266,-0.8291565736928315,-0.7721336833729546,-0.11126532615922098,0.0,0.03333333333333333,0.06666666666666667,0.06666666666666667,-0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
PRE_SUBC,X1_k=-4,,,-4.0,pretrend,-0.022142415332855308,0.0,0.10684078025021244,-0.39472684952435644,-0.27208039202322015,0.030946130974679173,0.04260947553776599,0.5093333333333333,1.0,1.0,-0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
PRE_SUBC,X1_k=-3,,,-3.0,pretrend,-0.024140459883157547,0.0,0.10446605791278209,-0.40374050880674106,-0.27208039202322076,0.02812757037153004,0.038859563208157984,0.5226666666666666,1.0,1.0,-0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
PRE_SUBC,X1_k=-2,,,-2.0,pretrend,-0.01675688241201432,0.0,0.08953262974470733,-0.35346722772720446,-0.14038747099029442,0.027350984080130657,0.03667817103008284,0.5346666666666666,1.0,1.0,-0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
PRE_SUBC,X1_slope,,,,pretrend,0.009390360584063954,0.0,0.0428938299794511,-0.017602295401656587,-0.012973848943166076,0.1122865464090863,0.16186237613884719,0.5073333333333333,1.0,1.0,0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
PRE_SUBC,X2_k=-4,,,-4.0,pretrend,-0.02141031203100765,0.0,0.08492751341884118,-0.2940092416339498,-0.20357290906371223,0.021170862791865436,0.02974371556085826,0.5066666666666667,1.0,1.0,-0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
PRE_SUBC,X2_k=-3,,,-3.0,pretrend,-0.021199364906853962,0.0,0.08472986779339352,-0.29400924163394987,-0.20357290906371223,0.021170862791864763,0.02959251766362525,0.52,1.0,1.0,-0.0,correction_completion,PT_conditional,1,200,90,3975679602,raw_structured,,,,
