spec,contrast,diff_log,post_sd,lo95_log,hi95_log,p_bayes
structured,Medium population - Small population,0.03588630901518726,0.057203467919345635,-0.05473942016799436,0.10766182275056248,0.25
structured,High population - Small population,0.06829529480289123,0.0816318535868375,-0.05382492500240373,0.15814079623933622,0.25
structured,High population - Medium population,0.03240898578770397,0.03668842030888656,-0.007592084554831864,0.09221217372598171,0.25
