rep,true_ATT,tauhat_pre_g-1,tauhat_post,plainATT_recenter=True,plainATT_recenter=False
0,3.84856251356771,3.668666243280477,3.6546412963302224,-0.014024946950254922,3.654641296330222
1,3.6773150870796933,1.872358608344849,1.8507274652347585,-0.02163114311009069,1.8507274652347585
2,3.70203253220689,3.0442522311734352,2.9896196001108684,-0.054632631062567244,2.989619600110868
3,3.7183766531843223,3.2452958726582404,3.2641889570873985,0.018893084429157464,3.2641889570873985
4,3.9464799089982456,2.6723062570608414,2.6280660667007374,-0.04424019036010359,2.628066066700738
