family,design,degree,N,task_estimator,estimator,method,estimand_type,estimand_id,point_summary,n_reps,mean_true,bias,abs_bias,rmse,mae,empirical_sd_error,emp_sd,raw_sd_est,raw_variance_est,bias_mcse,mcse_bias,avg_post_sd,sd_ratio_error,sd_ratio,cover90,mcse_cover90,len90,cover95,mcse_cover95,len95
correction_audit,baseline,1,200,current_hybrid_intercept,,current_hybrid,GATT,g=4_t=4,mean,100,3.742282090798908,-0.03264601355918491,0.03264601355918491,0.19555460252151233,0.16275964919825292,0.1937817171590011,0.1937817171590011,0.22888426846023383,0.05238800834857639,0.01937817171590011,0.01937817171590011,0.22370312437250037,1.1544077927070295,1.1544077927070295,0.94,0.023748684174075843,0.734051133205824,0.96,0.019595917942265433,0.8751626380107121
correction_audit,baseline,1,200,current_hybrid_intercept,,current_hybrid,GATT,g=4_t=4,median,100,3.742282090798908,-0.032416806302629005,0.032416806302629005,0.19566094582020344,0.16288736190215583,0.19392895811703317,0.19392895811703317,0.22907349394258475,0.05247466562706341,0.019392895811703316,0.019392895811703316,0.22370312437250037,1.1535313062296706,1.1535313062296706,0.94,0.023748684174075843,0.734051133205824,0.96,0.019595917942265433,0.8751626380107121
correction_audit,baseline,1,200,current_hybrid_intercept,,current_hybrid,GATT,g=4_t=5,mean,100,3.742282090798908,-0.019768889717313318,0.019768889717313318,0.2071719698711134,0.16938664158713096,0.2072655450412214,0.2072655450412214,0.23567650599234277,0.05554341547675878,0.02072655450412214,0.02072655450412214,0.22447953775108612,1.0830528427020572,1.0830528427020572,0.94,0.023748684174075843,0.7359143026637374,0.96,0.019595917942265433,0.8785494701361318
correction_audit,baseline,1,200,current_hybrid_intercept,,current_hybrid,GATT,g=4_t=5,median,100,3.742282090798908,-0.019195260751365694,0.019195260751365694,0.20657726792511855,0.16897313915659343,0.20671971359300262,0.20671971359300262,0.23558577046207058,0.05550065524420741,0.02067197135930026,0.02067197135930026,0.22447953775108612,1.0859125810954329,1.0859125810954329,0.94,0.023748684174075843,0.7359143026637374,0.96,0.019595917942265433,0.8785494701361318
correction_audit,baseline,1,200,current_hybrid_intercept,,current_hybrid,GATT,g=4_t=6,mean,100,3.742282090798908,-0.013880305045951129,0.013880305045951129,0.20524061190210086,0.16326658753651727,0.20580231248462766,0.20580231248462766,0.23577918880351326,0.055591825872842754,0.020580231248462765,0.020580231248462765,0.2227547077655069,1.0823722293312206,1.0823722293312206,0.91,0.028618176042508364,0.7305744610058553,0.98,0.014000000000000005,0.8727387664904614
correction_audit,baseline,1,200,current_hybrid_intercept,,current_hybrid,GATT,g=4_t=6,median,100,3.742282090798908,-0.013545931670260738,0.013545931670260738,0.20524428245624393,0.16339663842382623,0.20582851353984777,0.20582851353984777,0.23570724423349582,0.055557904984148844,0.020582851353984778,0.020582851353984778,0.2227547077655069,1.0822344481557085,1.0822344481557085,0.91,0.028618176042508364,0.7305744610058553,0.98,0.014000000000000005,0.8727387664904614
correction_audit,baseline,1,200,current_hybrid_intercept,,current_hybrid,GATT,g=4_t=7,mean,100,3.742282090798908,-0.004905620724042112,0.004905620724042112,0.19675808812761195,0.15306198242624083,0.1976878473218126,0.1976878473218126,0.22305961553879747,0.04975559208431614,0.01976878473218126,0.01976878473218126,0.22459287971417427,1.1360985652727729,1.1360985652727729,0.95,0.021794494717703377,0.7382057679487205,0.98,0.014000000000000005,0.8804362885162424
correction_audit,baseline,1,200,current_hybrid_intercept,,current_hybrid,GATT,g=4_t=7,median,100,3.742282090798908,-0.005235617111105451,0.005235617111105451,0.19641168854148758,0.15288441545321457,0.1973310291357698,0.1973310291357698,0.22282240560984293,0.04964982444175736,0.01973310291357698,0.01973310291357698,0.22459287971417427,1.138152882989565,1.138152882989565,0.95,0.021794494717703377,0.7382057679487205,0.98,0.014000000000000005,0.8804362885162424
correction_audit,baseline,1,200,current_hybrid_logit,,current_hybrid,ATT,ATT,mean,100,3.742282090798908,-0.014708094053936862,0.014708094053936862,0.17638361170033628,0.13558844610445514,0.1766548036204431,0.1766548036204431,0.20852159842716855,0.04348125701062134,0.017665480362044312,0.017665480362044312,0.20274202037849876,1.1476734072519539,1.1476734072519539,0.91,0.028618176042508364,0.6638877686042968,0.95,0.021794494717703377,0.7939179461526197
correction_audit,baseline,1,200,current_hybrid_logit,,current_hybrid,ATT,ATT,median,100,3.742282090798908,-0.014493383237448039,0.014493383237448039,0.17456820644330737,0.13435002788294298,0.1748419215129745,0.1748419215129745,0.20700120942113195,0.04284950070181133,0.01748419215129745,0.01748419215129745,0.20274202037849876,1.1595732798181004,1.1595732798181004,0.91,0.028618176042508364,0.6638877686042968,0.95,0.021794494717703377,0.7939179461526197
correction_audit,baseline,1,200,current_hybrid_logit,,current_hybrid,ES,k=0,mean,100,3.742282090798908,-0.03557142723995998,0.03557142723995998,0.2140121429034742,0.1755818871977369,0.21209839262900454,0.21209839262900454,0.24173022165648583,0.058433500062093774,0.021209839262900453,0.021209839262900453,0.24601909580579956,1.1599290911936706,1.1599290911936706,0.95,0.021794494717703377,0.8059971229056115,0.96,0.019595917942265433,0.9648085625131639
correction_audit,baseline,1,200,current_hybrid_logit,,current_hybrid,ES,k=0,median,100,3.742282090798908,-0.03471883579866712,0.03471883579866712,0.21208043123505352,0.17414363693987453,0.21027329920178522,0.21027329920178522,0.23982428624040494,0.057515688270719685,0.02102732992017852,0.02102732992017852,0.24601909580579956,1.1699968409670096,1.1699968409670096,0.95,0.021794494717703377,0.8059971229056115,0.96,0.019595917942265433,0.9648085625131639
correction_audit,baseline,1,200,current_hybrid_logit,,current_hybrid,ES,k=1,mean,100,3.742282090798908,-0.023400585026887646,0.023400585026887646,0.2399390512110411,0.18987188409564978,0.2399982342453015,0.2399982342453015,0.26316391108109666,0.06925524409549935,0.02399982342453015,0.02399982342453015,0.25124812431956944,1.0468748868492486,1.0468748868492486,0.9,0.03,0.8229585487851274,0.94,0.023748684174075843,0.9858199595836203
correction_audit,baseline,1,200,current_hybrid_logit,,current_hybrid,ES,k=1,median,100,3.742282090798908,-0.02340789308048116,0.02340789308048116,0.23603750431196735,0.18735484411900122,0.23605720498131524,0.23605720498131524,0.259835595629526,0.06751453675615056,0.023605720498131526,0.023605720498131526,0.25124812431956944,1.0643527035722404,1.0643527035722404,0.9,0.03,0.8229585487851274,0.94,0.023748684174075843,0.9858199595836203
correction_audit,baseline,1,200,current_hybrid_logit,,current_hybrid,ES,k=2,mean,100,3.742282090798908,-0.009584703102726183,0.009584703102726183,0.22728230191682897,0.1808337596472229,0.22822410178905161,0.22822410178905161,0.25478830750862136,0.0649170816431078,0.022822410178905163,0.022822410178905163,0.24800266288213213,1.086662893787449,1.086662893787449,0.89,0.031288975694324025,0.8131461659047688,0.95,0.021794494717703377,0.9725989458939363
correction_audit,baseline,1,200,current_hybrid_logit,,current_hybrid,ES,k=2,median,100,3.742282090798908,-0.009608631774821949,0.009608631774821949,0.2256441028191443,0.1794838454717471,0.22657514937792433,0.22657514937792433,0.2536559177137192,0.06434132459118909,0.022657514937792434,0.022657514937792434,0.24800266288213213,1.094571331247219,1.094571331247219,0.89,0.031288975694324025,0.8131461659047688,0.95,0.021794494717703377,0.9725989458939363
correction_audit,baseline,1,200,current_hybrid_logit,,current_hybrid,ES,k=3,mean,100,3.742282090798908,0.0097243391538262,0.0097243391538262,0.2153851634402025,0.17118275807198224,0.21624949549350644,0.21624949549350644,0.2406792247128125,0.05792648920836049,0.021624949549350646,0.021624949549350646,0.24634715494064363,1.1391802527837156,1.1391802527837156,0.92,0.027129319932501065,0.8064719592789217,0.98,0.014000000000000005,0.9674004309659391
correction_audit,baseline,1,200,current_hybrid_logit,,current_hybrid,ES,k=3,median,100,3.742282090798908,0.008985251005783432,0.008985251005783432,0.21462935165773986,0.1700583200631685,0.2155215048385276,0.2155215048385276,0.2402898353339554,0.0577392049648194,0.021552150483852762,0.021552150483852762,0.24634715494064363,1.1430281870257502,1.1430281870257502,0.92,0.027129319932501065,0.8064719592789217,0.98,0.014000000000000005,0.9674004309659391
correction_audit,baseline,1,200,current_hybrid_logit,,current_hybrid,GATT,g=4_t=4,mean,100,3.742282090798908,-0.03557142723995998,0.03557142723995998,0.2140121429034742,0.1755818871977369,0.21209839262900454,0.21209839262900454,0.24173022165648583,0.058433500062093774,0.021209839262900453,0.021209839262900453,0.24601909580579956,1.1599290911936706,1.1599290911936706,0.95,0.021794494717703377,0.8059971229056115,0.96,0.019595917942265433,0.9648085625131639
correction_audit,baseline,1,200,current_hybrid_logit,,current_hybrid,GATT,g=4_t=4,median,100,3.742282090798908,-0.03471883579866712,0.03471883579866712,0.21208043123505352,0.17414363693987453,0.21027329920178522,0.21027329920178522,0.23982428624040494,0.057515688270719685,0.02102732992017852,0.02102732992017852,0.24601909580579956,1.1699968409670096,1.1699968409670096,0.95,0.021794494717703377,0.8059971229056115,0.96,0.019595917942265433,0.9648085625131639
correction_audit,baseline,1,200,current_hybrid_logit,,current_hybrid,GATT,g=4_t=5,mean,100,3.742282090798908,-0.023400585026887646,0.023400585026887646,0.2399390512110411,0.18987188409564978,0.2399982342453015,0.2399982342453015,0.26316391108109666,0.06925524409549935,0.02399982342453015,0.02399982342453015,0.25124812431956944,1.0468748868492486,1.0468748868492486,0.9,0.03,0.8229585487851274,0.94,0.023748684174075843,0.9858199595836203
correction_audit,baseline,1,200,current_hybrid_logit,,current_hybrid,GATT,g=4_t=5,median,100,3.742282090798908,-0.02340789308048116,0.02340789308048116,0.23603750431196735,0.18735484411900122,0.23605720498131524,0.23605720498131524,0.259835595629526,0.06751453675615056,0.023605720498131526,0.023605720498131526,0.25124812431956944,1.0643527035722404,1.0643527035722404,0.9,0.03,0.8229585487851274,0.94,0.023748684174075843,0.9858199595836203
correction_audit,baseline,1,200,current_hybrid_logit,,current_hybrid,GATT,g=4_t=6,mean,100,3.742282090798908,-0.009584703102726183,0.009584703102726183,0.22728230191682897,0.1808337596472229,0.22822410178905161,0.22822410178905161,0.25478830750862136,0.0649170816431078,0.022822410178905163,0.022822410178905163,0.24800266288213213,1.086662893787449,1.086662893787449,0.89,0.031288975694324025,0.8131461659047688,0.95,0.021794494717703377,0.9725989458939363
correction_audit,baseline,1,200,current_hybrid_logit,,current_hybrid,GATT,g=4_t=6,median,100,3.742282090798908,-0.009608631774821949,0.009608631774821949,0.2256441028191443,0.1794838454717471,0.22657514937792433,0.22657514937792433,0.2536559177137192,0.06434132459118909,0.022657514937792434,0.022657514937792434,0.24800266288213213,1.094571331247219,1.094571331247219,0.89,0.031288975694324025,0.8131461659047688,0.95,0.021794494717703377,0.9725989458939363
correction_audit,baseline,1,200,current_hybrid_logit,,current_hybrid,GATT,g=4_t=7,mean,100,3.742282090798908,0.0097243391538262,0.0097243391538262,0.2153851634402025,0.17118275807198224,0.21624949549350644,0.21624949549350644,0.2406792247128125,0.05792648920836049,0.021624949549350646,0.021624949549350646,0.24634715494064363,1.1391802527837156,1.1391802527837156,0.92,0.027129319932501065,0.8064719592789217,0.98,0.014000000000000005,0.9674004309659391
correction_audit,baseline,1,200,current_hybrid_logit,,current_hybrid,GATT,g=4_t=7,median,100,3.742282090798908,0.008985251005783432,0.008985251005783432,0.21462935165773986,0.1700583200631685,0.2155215048385276,0.2155215048385276,0.2402898353339554,0.0577392049648194,0.021552150483852762,0.021552150483852762,0.24634715494064363,1.1430281870257502,1.1430281870257502,0.92,0.027129319932501065,0.8064719592789217,0.98,0.014000000000000005,0.9674004309659391
correction_audit,baseline,1,200,current_hybrid_logit_clip01,,current_hybrid,ATT,ATT,mean,100,3.742282090798908,-0.014708094053936862,0.014708094053936862,0.17638361170033628,0.13558844610445514,0.1766548036204431,0.1766548036204431,0.20852159842716855,0.04348125701062134,0.017665480362044312,0.017665480362044312,0.20274202037849876,1.1476734072519539,1.1476734072519539,0.91,0.028618176042508364,0.6638877686042968,0.95,0.021794494717703377,0.7939179461526197
correction_audit,baseline,1,200,current_hybrid_logit_clip01,,current_hybrid,ATT,ATT,median,100,3.742282090798908,-0.014493383237448039,0.014493383237448039,0.17456820644330737,0.13435002788294298,0.1748419215129745,0.1748419215129745,0.20700120942113195,0.04284950070181133,0.01748419215129745,0.01748419215129745,0.20274202037849876,1.1595732798181004,1.1595732798181004,0.91,0.028618176042508364,0.6638877686042968,0.95,0.021794494717703377,0.7939179461526197
correction_audit,baseline,1,200,current_hybrid_logit_clip01,,current_hybrid,ES,k=0,mean,100,3.742282090798908,-0.03557142723995998,0.03557142723995998,0.2140121429034742,0.1755818871977369,0.21209839262900454,0.21209839262900454,0.24173022165648583,0.058433500062093774,0.021209839262900453,0.021209839262900453,0.24601909580579956,1.1599290911936706,1.1599290911936706,0.95,0.021794494717703377,0.8059971229056115,0.96,0.019595917942265433,0.9648085625131639
correction_audit,baseline,1,200,current_hybrid_logit_clip01,,current_hybrid,ES,k=0,median,100,3.742282090798908,-0.03471883579866712,0.03471883579866712,0.21208043123505352,0.17414363693987453,0.21027329920178522,0.21027329920178522,0.23982428624040494,0.057515688270719685,0.02102732992017852,0.02102732992017852,0.24601909580579956,1.1699968409670096,1.1699968409670096,0.95,0.021794494717703377,0.8059971229056115,0.96,0.019595917942265433,0.9648085625131639
correction_audit,baseline,1,200,current_hybrid_logit_clip01,,current_hybrid,ES,k=1,mean,100,3.742282090798908,-0.023400585026887646,0.023400585026887646,0.2399390512110411,0.18987188409564978,0.2399982342453015,0.2399982342453015,0.26316391108109666,0.06925524409549935,0.02399982342453015,0.02399982342453015,0.25124812431956944,1.0468748868492486,1.0468748868492486,0.9,0.03,0.8229585487851274,0.94,0.023748684174075843,0.9858199595836203
correction_audit,baseline,1,200,current_hybrid_logit_clip01,,current_hybrid,ES,k=1,median,100,3.742282090798908,-0.02340789308048116,0.02340789308048116,0.23603750431196735,0.18735484411900122,0.23605720498131524,0.23605720498131524,0.259835595629526,0.06751453675615056,0.023605720498131526,0.023605720498131526,0.25124812431956944,1.0643527035722404,1.0643527035722404,0.9,0.03,0.8229585487851274,0.94,0.023748684174075843,0.9858199595836203
correction_audit,baseline,1,200,current_hybrid_logit_clip01,,current_hybrid,ES,k=2,mean,100,3.742282090798908,-0.009584703102726183,0.009584703102726183,0.22728230191682897,0.1808337596472229,0.22822410178905161,0.22822410178905161,0.25478830750862136,0.0649170816431078,0.022822410178905163,0.022822410178905163,0.24800266288213213,1.086662893787449,1.086662893787449,0.89,0.031288975694324025,0.8131461659047688,0.95,0.021794494717703377,0.9725989458939363
correction_audit,baseline,1,200,current_hybrid_logit_clip01,,current_hybrid,ES,k=2,median,100,3.742282090798908,-0.009608631774821949,0.009608631774821949,0.2256441028191443,0.1794838454717471,0.22657514937792433,0.22657514937792433,0.2536559177137192,0.06434132459118909,0.022657514937792434,0.022657514937792434,0.24800266288213213,1.094571331247219,1.094571331247219,0.89,0.031288975694324025,0.8131461659047688,0.95,0.021794494717703377,0.9725989458939363
correction_audit,baseline,1,200,current_hybrid_logit_clip01,,current_hybrid,ES,k=3,mean,100,3.742282090798908,0.0097243391538262,0.0097243391538262,0.2153851634402025,0.17118275807198224,0.21624949549350644,0.21624949549350644,0.2406792247128125,0.05792648920836049,0.021624949549350646,0.021624949549350646,0.24634715494064363,1.1391802527837156,1.1391802527837156,0.92,0.027129319932501065,0.8064719592789217,0.98,0.014000000000000005,0.9674004309659391
correction_audit,baseline,1,200,current_hybrid_logit_clip01,,current_hybrid,ES,k=3,median,100,3.742282090798908,0.008985251005783432,0.008985251005783432,0.21462935165773986,0.1700583200631685,0.2155215048385276,0.2155215048385276,0.2402898353339554,0.0577392049648194,0.021552150483852762,0.021552150483852762,0.24634715494064363,1.1430281870257502,1.1430281870257502,0.92,0.027129319932501065,0.8064719592789217,0.98,0.014000000000000005,0.9674004309659391
correction_audit,baseline,1,200,current_hybrid_logit_clip01,,current_hybrid,GATT,g=4_t=4,mean,100,3.742282090798908,-0.03557142723995998,0.03557142723995998,0.2140121429034742,0.1755818871977369,0.21209839262900454,0.21209839262900454,0.24173022165648583,0.058433500062093774,0.021209839262900453,0.021209839262900453,0.24601909580579956,1.1599290911936706,1.1599290911936706,0.95,0.021794494717703377,0.8059971229056115,0.96,0.019595917942265433,0.9648085625131639
correction_audit,baseline,1,200,current_hybrid_logit_clip01,,current_hybrid,GATT,g=4_t=4,median,100,3.742282090798908,-0.03471883579866712,0.03471883579866712,0.21208043123505352,0.17414363693987453,0.21027329920178522,0.21027329920178522,0.23982428624040494,0.057515688270719685,0.02102732992017852,0.02102732992017852,0.24601909580579956,1.1699968409670096,1.1699968409670096,0.95,0.021794494717703377,0.8059971229056115,0.96,0.019595917942265433,0.9648085625131639
correction_audit,baseline,1,200,current_hybrid_logit_clip01,,current_hybrid,GATT,g=4_t=5,mean,100,3.742282090798908,-0.023400585026887646,0.023400585026887646,0.2399390512110411,0.18987188409564978,0.2399982342453015,0.2399982342453015,0.26316391108109666,0.06925524409549935,0.02399982342453015,0.02399982342453015,0.25124812431956944,1.0468748868492486,1.0468748868492486,0.9,0.03,0.8229585487851274,0.94,0.023748684174075843,0.9858199595836203
correction_audit,baseline,1,200,current_hybrid_logit_clip01,,current_hybrid,GATT,g=4_t=5,median,100,3.742282090798908,-0.02340789308048116,0.02340789308048116,0.23603750431196735,0.18735484411900122,0.23605720498131524,0.23605720498131524,0.259835595629526,0.06751453675615056,0.023605720498131526,0.023605720498131526,0.25124812431956944,1.0643527035722404,1.0643527035722404,0.9,0.03,0.8229585487851274,0.94,0.023748684174075843,0.9858199595836203
correction_audit,baseline,1,200,current_hybrid_logit_clip01,,current_hybrid,GATT,g=4_t=6,mean,100,3.742282090798908,-0.009584703102726183,0.009584703102726183,0.22728230191682897,0.1808337596472229,0.22822410178905161,0.22822410178905161,0.25478830750862136,0.0649170816431078,0.022822410178905163,0.022822410178905163,0.24800266288213213,1.086662893787449,1.086662893787449,0.89,0.031288975694324025,0.8131461659047688,0.95,0.021794494717703377,0.9725989458939363
correction_audit,baseline,1,200,current_hybrid_logit_clip01,,current_hybrid,GATT,g=4_t=6,median,100,3.742282090798908,-0.009608631774821949,0.009608631774821949,0.2256441028191443,0.1794838454717471,0.22657514937792433,0.22657514937792433,0.2536559177137192,0.06434132459118909,0.022657514937792434,0.022657514937792434,0.24800266288213213,1.094571331247219,1.094571331247219,0.89,0.031288975694324025,0.8131461659047688,0.95,0.021794494717703377,0.9725989458939363
correction_audit,baseline,1,200,current_hybrid_logit_clip01,,current_hybrid,GATT,g=4_t=7,mean,100,3.742282090798908,0.0097243391538262,0.0097243391538262,0.2153851634402025,0.17118275807198224,0.21624949549350644,0.21624949549350644,0.2406792247128125,0.05792648920836049,0.021624949549350646,0.021624949549350646,0.24634715494064363,1.1391802527837156,1.1391802527837156,0.92,0.027129319932501065,0.8064719592789217,0.98,0.014000000000000005,0.9674004309659391
correction_audit,baseline,1,200,current_hybrid_logit_clip01,,current_hybrid,GATT,g=4_t=7,median,100,3.742282090798908,0.008985251005783432,0.008985251005783432,0.21462935165773986,0.1700583200631685,0.2155215048385276,0.2155215048385276,0.2402898353339554,0.0577392049648194,0.021552150483852762,0.021552150483852762,0.24634715494064363,1.1430281870257502,1.1430281870257502,0.92,0.027129319932501065,0.8064719592789217,0.98,0.014000000000000005,0.9674004309659391
correction_audit,baseline,1,200,current_hybrid_logit_clip05,,current_hybrid,ATT,ATT,mean,100,3.742282090798908,-0.014708094053936862,0.014708094053936862,0.17638361170033628,0.13558844610445514,0.1766548036204431,0.1766548036204431,0.20852159842716855,0.04348125701062134,0.017665480362044312,0.017665480362044312,0.20274202037849876,1.1476734072519539,1.1476734072519539,0.91,0.028618176042508364,0.6638877686042968,0.95,0.021794494717703377,0.7939179461526197
correction_audit,baseline,1,200,current_hybrid_logit_clip05,,current_hybrid,ATT,ATT,median,100,3.742282090798908,-0.014493383237448039,0.014493383237448039,0.17456820644330737,0.13435002788294298,0.1748419215129745,0.1748419215129745,0.20700120942113195,0.04284950070181133,0.01748419215129745,0.01748419215129745,0.20274202037849876,1.1595732798181004,1.1595732798181004,0.91,0.028618176042508364,0.6638877686042968,0.95,0.021794494717703377,0.7939179461526197
correction_audit,baseline,1,200,current_hybrid_logit_clip05,,current_hybrid,ES,k=0,mean,100,3.742282090798908,-0.03557142723995998,0.03557142723995998,0.2140121429034742,0.1755818871977369,0.21209839262900454,0.21209839262900454,0.24173022165648583,0.058433500062093774,0.021209839262900453,0.021209839262900453,0.24601909580579956,1.1599290911936706,1.1599290911936706,0.95,0.021794494717703377,0.8059971229056115,0.96,0.019595917942265433,0.9648085625131639
correction_audit,baseline,1,200,current_hybrid_logit_clip05,,current_hybrid,ES,k=0,median,100,3.742282090798908,-0.03471883579866712,0.03471883579866712,0.21208043123505352,0.17414363693987453,0.21027329920178522,0.21027329920178522,0.23982428624040494,0.057515688270719685,0.02102732992017852,0.02102732992017852,0.24601909580579956,1.1699968409670096,1.1699968409670096,0.95,0.021794494717703377,0.8059971229056115,0.96,0.019595917942265433,0.9648085625131639
correction_audit,baseline,1,200,current_hybrid_logit_clip05,,current_hybrid,ES,k=1,mean,100,3.742282090798908,-0.023400585026887646,0.023400585026887646,0.2399390512110411,0.18987188409564978,0.2399982342453015,0.2399982342453015,0.26316391108109666,0.06925524409549935,0.02399982342453015,0.02399982342453015,0.25124812431956944,1.0468748868492486,1.0468748868492486,0.9,0.03,0.8229585487851274,0.94,0.023748684174075843,0.9858199595836203
correction_audit,baseline,1,200,current_hybrid_logit_clip05,,current_hybrid,ES,k=1,median,100,3.742282090798908,-0.02340789308048116,0.02340789308048116,0.23603750431196735,0.18735484411900122,0.23605720498131524,0.23605720498131524,0.259835595629526,0.06751453675615056,0.023605720498131526,0.023605720498131526,0.25124812431956944,1.0643527035722404,1.0643527035722404,0.9,0.03,0.8229585487851274,0.94,0.023748684174075843,0.9858199595836203
correction_audit,baseline,1,200,current_hybrid_logit_clip05,,current_hybrid,ES,k=2,mean,100,3.742282090798908,-0.009584703102726183,0.009584703102726183,0.22728230191682897,0.1808337596472229,0.22822410178905161,0.22822410178905161,0.25478830750862136,0.0649170816431078,0.022822410178905163,0.022822410178905163,0.24800266288213213,1.086662893787449,1.086662893787449,0.89,0.031288975694324025,0.8131461659047688,0.95,0.021794494717703377,0.9725989458939363
correction_audit,baseline,1,200,current_hybrid_logit_clip05,,current_hybrid,ES,k=2,median,100,3.742282090798908,-0.009608631774821949,0.009608631774821949,0.2256441028191443,0.1794838454717471,0.22657514937792433,0.22657514937792433,0.2536559177137192,0.06434132459118909,0.022657514937792434,0.022657514937792434,0.24800266288213213,1.094571331247219,1.094571331247219,0.89,0.031288975694324025,0.8131461659047688,0.95,0.021794494717703377,0.9725989458939363
correction_audit,baseline,1,200,current_hybrid_logit_clip05,,current_hybrid,ES,k=3,mean,100,3.742282090798908,0.0097243391538262,0.0097243391538262,0.2153851634402025,0.17118275807198224,0.21624949549350644,0.21624949549350644,0.2406792247128125,0.05792648920836049,0.021624949549350646,0.021624949549350646,0.24634715494064363,1.1391802527837156,1.1391802527837156,0.92,0.027129319932501065,0.8064719592789217,0.98,0.014000000000000005,0.9674004309659391
