dgp,setting,linearity_degree,N,method,n_reps,avg_n_treated_obs,surf_rmse_mean,surf_rmse_sd,surf_mae_mean,surf_mae_sd,surf_mape_mean,surf_mape_sd,surf_cover90_mean,surf_cover90_sd,surf_cover95_mean,surf_cover95_sd,surf_len90_mean,surf_len90_sd,surf_len95_mean,surf_len95_sd
canonical,B1_baseline,2,200,doubleml,100,401.24,0.915876244934195,0.05157661326813617,0.7720669195840495,0.048168236447793035,0.22574052492257707,0.021840549182428785,0.3426786604903439,0.04383986166636592,0.3988880131703683,0.04628618014845869,0.955422017920216,0.06646001428999956,1.1384553035898493,0.07919197414961093
canonical,B1_baseline,2,200,plain,100,401.24,0.2629766624797758,0.06500314716363542,0.2058217406927822,0.054062691879261514,0.06407695045931196,0.02195287669985641,0.9132398989715014,0.0811157118555557,0.9570615636067962,0.05340488367257777,0.8684548927769697,0.03649648581478571,1.0332064615056753,0.04211291656025908
canonical,B1_baseline,2,200,synthdid,100,401.24,1.0621826654014452,0.06291101178594843,0.8744990008950266,0.05584764380282127,0.281890878790415,0.049366297879445,0.21524718136485896,0.039049593455313836,0.25874131153845953,0.04413930291950219,0.6684935238343939,0.033115686195191424,0.7965589900067442,0.039459765290945026
canonical,B1_baseline,2,200,twfe,100,401.24,0.901820677963852,0.041065057784659284,0.761625636131657,0.04309780916087167,0.22077261528293518,0.017345156581707634,0.300561422738938,0.04115908895879002,0.3518290445575834,0.04058024476113016,0.8176021750640992,0.033874252289733085,0.9742330810171983,0.040363661181299214
canonical,B1_baseline,2,200,wang,100,401.24,0.676630999523487,0.09282303318864432,0.5715187946740826,0.08707260846000563,0.16581596269232046,0.027295761037300748,0.5200076933434095,0.11750759545062686,0.5998866123910895,0.11665080991620168,1.112038611051601,0.08861963028903655,1.32507544394283,0.10559677944657828
canonical,B1_baseline,3,200,corrected,100,401.24,1.238398329508193,1.1029689513023317,1.016336460705733,1.0666506678256258,0.2935945711059609,0.3172371623622219,0.2833992515991469,0.1454765230529856,0.34221399972068917,0.14120606178523493,1.4466420168354421,4.046221761060925,1.8367305044181257,5.4985966893461855
canonical,B1_baseline,3,200,did2s,100,401.24,1.0822544131768739,0.10222225120827622,0.8707049645912446,0.058518774472770915,0.25000982728986587,0.01830878452932248,0.25864265563960126,0.09403651510290004,0.31242036679968543,0.08578885303156675,0.8364932830739888,0.03466741066776011,0.9967430064107984,0.04130875863877629
canonical,B1_baseline,3,200,did_dr,100,401.24,1.081587987418707,0.10366049289460075,0.868600559902158,0.06303400643053206,0.25040827872918797,0.018564667250533427,0.248532548127783,0.09618798638627267,0.2976003445433167,0.08971345346959106,0.780953854836629,0.042078012303709736,0.9305637102995276,0.050139033194939085
canonical,B1_baseline,3,200,doubleml,100,401.24,0.9147889023688518,0.050600795205210235,0.7712880949371137,0.0477683011022063,0.22545276586079427,0.020258131257075283,0.3427501948050706,0.04633485489960411,0.3986664238040627,0.04790276813904216,0.9530622438494699,0.0810878858863819,1.135643459969203,0.09662215441213433
canonical,B1_baseline,3,200,plain,100,401.24,0.46303185314549494,0.07897362982564153,0.3223273686272183,0.06166062418165743,0.08527866092433792,0.019842390896460053,0.7823562784422774,0.10716295926787603,0.8514266403308801,0.08861165947716011,0.9087230348781584,0.05367511991846179,1.0837320512344544,0.061969899266411735
canonical,B1_baseline,3,200,synthdid,100,401.24,1.072985400339875,0.10138236469111059,0.8652638463802057,0.05936752851053908,0.24843672803547967,0.017258190990953114,0.20115620587548427,0.11337502717446235,0.24981803721028228,0.10988720941083073,0.6692788565149062,0.035318959687680875,0.797494771408515,0.04208512701145865
canonical,B1_baseline,3,200,twfe,100,401.24,0.901820677963852,0.0410650577846593,0.761625636131657,0.04309780916087168,0.22077261528293515,0.017345156581707637,0.300561422738938,0.04115908895879002,0.3518290445575834,0.04058024476113016,0.817602175064099,0.033874252289733064,0.9742330810171983,0.040363661181299186
canonical,B1_baseline,3,200,wang,100,401.24,0.6768111820698266,0.09262911060508333,0.5716980599732631,0.08690758594867927,0.16585804580028438,0.0272669718171695,0.5198579457693819,0.11712908382660107,0.6001075598126696,0.11536409760346104,1.111803844497798,0.08819468724551181,1.3247957024011148,0.10509042869000045
canonical,B1_null,1,200,corrected,100,401.24,0.20114635370548808,0.09168403599964696,0.1752327738715956,0.08816938863672112,,,0.8925,0.18207210803759186,0.9475,0.1295631744039029,0.7406708936974085,0.08895679480319539,0.8869744698997425,0.10861653352570706
