dgp,setting,linearity_degree,N,estimand_type,estimand_id,method,n_reps,n_reps_attempted,retention,mean_true,bias,abs_bias,emp_sd,variance,rmse,mae,mape,avg_post_sd,sd_ratio,cover90,cover95,len90,len95,reject05,reject10,mcse_bias,mcse_cover90,mcse_cover95,mcse_reject05,mcse_reject10,role,n_reps_expected
canonical,B1_baseline,1,200,GATT,g=4_t=6,did_dr,100,100.0,1.0,3.76351411484381,0.0112933210241305,0.0112933210241305,0.2123446846254611,0.0450902650886865,0.2072026611579087,0.1578643501415629,0.041970016717803,0.2320840692996776,1.0929591654673785,0.9,0.97,0.7634888194477043,0.9097528416017474,1.0,1.0,0.0212344684625461,0.03,0.0170587221092319,0.0,0.0,power,100.0
canonical,B1_baseline,1,200,GATT,g=4_t=6,doubleml,100,100.0,1.0,3.758271570682445,0.0255742513211233,0.0255742513211233,0.2587210684698088,0.0669365912701595,0.2514194236785355,0.1992084182442303,0.0530175673888847,0.2979249137220536,1.1515293883258664,0.95,0.96,0.9800859720707492,1.1678442111966614,1.0,1.0,0.0258721068469808,0.0217944947177033,0.0195959179422654,0.0,0.0,power,100.0
canonical,B1_baseline,1,200,GATT,g=4_t=6,wang,100,100.0,1.0,3.758271570682445,0.0144787016453132,0.0144787016453132,0.2040374195726583,0.041631268585869,0.2029325681594042,0.1574857977557178,0.0418149901382726,0.1671634441432035,0.8192783681214717,0.82,0.88,0.5499189195054504,0.6552686652733797,1.0,1.0,0.0204037419572658,0.0384187454245971,0.0324961536185438,0.0,0.0,power,100.0
canonical,B1_baseline,1,200,GATT,g=4_t=7,did_dr,100,100.0,1.0,3.76351411484381,0.0139716705567592,0.0139716705567592,0.2030907545956879,0.0412458546022459,0.2030372339739656,0.1722051527798813,0.0458723334772761,0.2269750474350215,1.1176040380906669,0.93,0.99,0.7466816293473707,0.8897258437418694,1.0,1.0,0.0203090754595687,0.0255147016443461,0.0099498743710662,0.0,0.0,power,100.0
canonical,B1_baseline,1,200,GATT,g=4_t=7,doubleml,100,100.0,1.0,3.758271570682445,0.032638204730015,0.032638204730015,0.2474296946045839,0.0612214537721176,0.2509207470108539,0.2052314133546459,0.0549671199398684,0.2942436284420199,1.189200952263426,0.95,0.97,0.9679756184347408,1.15341383795147,1.0,1.0,0.0247429694604583,0.0217944947177033,0.0170587221092319,0.0,0.0,power,100.0
canonical,B1_baseline,1,200,GATT,g=4_t=7,wang,100,100.0,1.0,3.758271570682445,0.0147429831011319,0.0147429831011319,0.202636137347209,0.0410614041589969,0.2031832971768773,0.1675269200208101,0.0446109914519821,0.1681852546993453,0.8299864816864649,0.83,0.91,0.5532803778664739,0.6592740890830955,1.0,1.0,0.0202636137347209,0.0375632799419859,0.0286181760425083,0.0,0.0,power,100.0
canonical,B1_baseline,2,200,ATT,ATT,synthdid,100,100.0,1.0,3.76351411484381,-0.0232114478400091,0.0232114478400091,0.1910673487861551,0.0365067317721702,0.1692480671633215,0.1355627785462839,0.0360354321385727,0.2032075563650006,1.0635388916838588,0.97,1.0,0.6684935238343932,0.7965589900067441,1.0,1.0,0.0191067348786155,0.0170587221092319,0.0,0.0,0.0,power,100.0
canonical,B1_baseline,2,200,ATT,ATT,twfe,100,100.0,1.0,3.7582715706824463,-0.0235876022948266,0.0235876022948266,0.2002270732604072,0.0400908808664284,0.1787838981424508,0.1467338329568168,0.0391852917938054,0.2136332853941023,1.0669550421698446,0.97,0.98,0.7027909686360965,0.837427090542815,1.0,1.0,0.0200227073260407,0.0170587221092319,0.014,0.0,0.0,power,100.0
canonical,B1_baseline,2,200,ES,k=0,did2s,100,100.0,1.0,3.76351411484381,-0.0465927609381388,0.0465927609381388,0.2036924523877336,0.0414906151597291,0.1788406316272931,0.1416179131300821,0.0376975674341397,0.2157263916744469,1.0590789651047374,0.95,0.98,0.7096768365025616,0.8456319230636311,1.0,1.0,0.0203692452387733,0.0217944947177033,0.014,0.0,0.0,power,100.0
canonical,B1_baseline,2,200,ES,k=0,twfe,100,100.0,1.0,3.7582715706824463,-0.0477429901745951,0.0477429901745951,0.1959460164886909,0.0383948413777863,0.1793698226702179,0.1473092953979143,0.039231069309297,0.2091761580308699,1.06751931873513,0.95,0.99,0.6881283244177016,0.8199554723299276,1.0,1.0,0.019594601648869,0.0217944947177033,0.0099498743710662,0.0,0.0,power,100.0
