dgp,setting,linearity_degree,N,estimand_type,estimand_id,method,n_reps,n_reps_attempted,retention,mean_true,bias,abs_bias,emp_sd,variance,rmse,mae,mape,avg_post_sd,sd_ratio,cover90,cover95,len90,len95,reject05,reject10,mcse_bias,mcse_cover90,mcse_cover95,mcse_reject05,mcse_reject10,role,n_reps_expected
canonical,B2_sweep_serial,1,800,ES,k=0,twfe,100,100.0,1.0,3.752842805786388,0.0017068418502864,0.0017068418502864,0.1131289364851354,0.0127981562702578,0.0951119322399706,0.0798440424138472,0.0212730546192143,0.0975484867301189,0.8622770597948328,0.93,1.0,0.3209059644033276,0.3823830414748335,1.0,1.0,0.0113128936485135,0.0255147016443461,0.0,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,800,ES,k=1,twfe,100,100.0,1.0,3.752842805786388,-0.014088213953572,0.014088213953572,0.1210580433813224,0.0146550498673141,0.109102804239934,0.0870004965091717,0.0231752189909389,0.1157789033549013,0.956391662387998,0.91,0.97,0.3808786982155469,0.4538449614903006,1.0,1.0,0.0121058043381322,0.0286181760425083,0.0170587221092319,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,800,ES,k=2,twfe,100,100.0,1.0,3.752842805786388,-0.0133066021955015,0.0133066021955015,0.1399449187328228,0.0195845802791363,0.1324413101083821,0.1014829053888205,0.0269989239867784,0.133395761467032,0.9532018931084296,0.89,0.96,0.4388330041380022,0.5229017763313575,1.0,1.0,0.0139944918732822,0.031288975694324,0.0195959179422654,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,800,ES,k=3,twfe,100,100.0,1.0,3.752842805786388,-0.0135641441823662,0.0135641441823662,0.1548627713527788,0.023982477951063,0.1407702718190792,0.1136579193753473,0.0302541650766124,0.1506410246539154,0.9727387889162454,0.89,0.98,0.4955648715393581,0.5905019658317695,1.0,1.0,0.0154862771352778,0.031288975694324,0.014,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,800,GATT,g=4_t=4,doubleml,100,100.0,1.0,3.752312562610054,0.0056740943106072,0.0056740943106072,0.1082636457718202,0.0117210169958061,0.0818723311189286,0.0661603017571259,0.0176589180431013,0.09300801185137,0.8590881194542126,0.91,0.95,0.3059692006515476,0.364584709880517,1.0,1.0,0.010826364577182,0.0286181760425083,0.0217944947177033,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,800,GATT,g=4_t=4,wang,100,100.0,1.0,3.752842805786388,0.0065103915355872,0.0065103915355872,0.0926968473553313,0.0085927055096175,0.073810443811812,0.0584210199614535,0.0155734952527953,0.0622124729710651,0.6711390381227147,0.79,0.89,0.2046608700326974,0.2438684147485215,1.0,1.0,0.0092696847355331,0.0407308237088326,0.031288975694324,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,800,GATT,g=4_t=5,doubleml,100,100.0,1.0,3.752312562610054,-0.0112253893067746,0.0112253893067746,0.1127687562855765,0.0127167923941957,0.0945306100681224,0.075481213585594,0.0201353935614641,0.1088730187534881,0.9654537510175,0.95,0.98,0.3581604407774998,0.4267743946563239,1.0,1.0,0.0112768756285576,0.0217944947177033,0.014,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,800,GATT,g=4_t=5,wang,100,100.0,1.0,3.752842805786388,-0.0091359914664171,0.0091359914664171,0.0962462986201828,0.0092633499980854,0.084373502375346,0.0666890316606867,0.0177736059922937,0.0712287545769231,0.7400674685476836,0.84,0.89,0.2343218037617409,0.2792115894712091,1.0,1.0,0.0096246298620182,0.0366606055596467,0.031288975694324,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,800,GATT,g=4_t=6,doubleml,100,100.0,1.0,3.752312562610054,-0.0047925964745892,0.0047925964745892,0.1216111122600922,0.0147892626251367,0.1121494279003383,0.0923824206814702,0.024624639315123,0.119254155754377,0.9806189051155596,0.93,0.96,0.3923113502184203,0.4674677042579432,1.0,1.0,0.0121611112260092,0.0255147016443461,0.0195959179422654,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,800,GATT,g=4_t=6,wang,100,100.0,1.0,3.752842805786388,-0.0064353242694274,0.0064353242694274,0.1031935626048474,0.0106489113630805,0.0956728791795872,0.0766045678086134,0.0203976305120173,0.0764429217851261,0.7407721940741998,0.79,0.88,0.2514748913399041,0.2996507495073258,1.0,1.0,0.0103193562604847,0.0407308237088326,0.0324961536185438,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,800,GATT,g=4_t=7,doubleml,100,100.0,1.0,3.752312562610054,-0.0075739735255519,0.0075739735255519,0.1370579425611152,0.0187848796190859,0.1143972346576637,0.0890527245668658,0.023751950657189,0.1250960889721471,0.912724112404984,0.92,0.94,0.4115296046603843,0.4903676618524113,1.0,1.0,0.0137057942561115,0.027129319932501,0.0237486841740758,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,800,GATT,g=4_t=7,wang,100,100.0,1.0,3.752842805786388,-0.006099713865555,0.006099713865555,0.1157446824247241,0.0133968315096002,0.0988554205471804,0.0828735929955246,0.0220871443537438,0.0792105537241045,0.6843558776501033,0.82,0.87,0.2605795922706171,0.3104996674386225,1.0,1.0,0.0115744682424724,0.0384187454245971,0.0336303434416004,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,1600,ATT,ATT,twfe,100,100.0,1.0,3.7516433383546177,0.0002187883120414,0.0002187883120414,0.0796348901030915,0.0063417157217314,0.0691201273422177,0.0542397910250602,0.0144619274574121,0.0814758454792324,1.0231174473118212,0.93,0.98,0.2680316798909067,0.3193794454984927,1.0,1.0,0.0079634890103091,0.0255147016443461,0.014,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,1600,ES,k=0,twfe,100,100.0,1.0,3.7516433383546177,0.004605164159403,0.004605164159403,0.0706909082504248,0.0049972045092699,0.05708884870495,0.0466836408480785,0.0124397307755771,0.0687851218952488,0.973040573358816,0.96,0.97,0.2262829144593985,0.2696327231737706,1.0,1.0,0.0070690908250424,0.0195959179422654,0.0170587221092319,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,1600,ES,k=1,twfe,100,100.0,1.0,3.7516433383546177,-0.0026398472572398,0.0026398472572398,0.0826263809332155,0.0068271188261208,0.0724042928796516,0.0594867431599455,0.0158493315906066,0.0820072609365407,0.9925069936540576,0.93,1.0,0.2697798811756499,0.321462555812797,1.0,1.0,0.0082626380933215,0.0255147016443461,0.0,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,1600,ES,k=2,twfe,100,100.0,1.0,3.7516433383546177,0.0015267516681686,0.0015267516681686,0.0865637086847073,0.0074932756612508,0.0786313945028127,0.0592182777752545,0.0157905863290502,0.0943118720347169,1.0895082184871596,0.96,0.97,0.3102584495617748,0.3696957450051912,1.0,1.0,0.0086563708684707,0.0195959179422654,0.0170587221092319,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,1600,ES,k=3,twfe,100,100.0,1.0,3.7516433383546177,-0.0026169153221982,0.0026169153221982,0.1070434123289577,0.0114582921230272,0.0990861017698789,0.0767613349799651,0.0204816660541943,0.1067341694247754,0.997111051512148,0.94,0.97,0.3511241713959898,0.4183902559847123,1.0,1.0,0.0107043412328957,0.0237486841740758,0.0170587221092319,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,1600,GATT,g=4_t=4,doubleml,100,100.0,1.0,3.751448667903452,0.011291568863089,0.011291568863089,0.0656980274825087,0.0043162308150924,0.0481597222763759,0.0398642643343204,0.0106368491090322,0.0632811613499392,0.9632125008134688,0.98,0.99,0.2081765427421858,0.2480575962481436,1.0,1.0,0.0065698027482508,0.014,0.0099498743710662,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,1600,GATT,g=4_t=4,wang,100,100.0,1.0,3.7516433383546177,0.0080659014103258,0.0080659014103258,0.0556623775508316,0.0030983002746113,0.0432376749120855,0.0362019757482624,0.0096613201436551,0.0440939515068116,0.7921679498247178,0.94,0.97,0.145056225023571,0.1728451151421936,1.0,1.0,0.0055662377550831,0.0237486841740758,0.0170587221092319,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,1600,GATT,g=4_t=5,doubleml,100,100.0,1.0,3.751448667903452,0.004494396789183,0.004494396789183,0.0761310056086204,0.0057959300149797,0.0588916782428641,0.0468176927538534,0.0124782734078848,0.074038964719304,0.9725205141769536,0.93,1.0,0.2435665745488119,0.2902274108942124,1.0,1.0,0.007613100560862,0.0255147016443461,0.0,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,1600,GATT,g=4_t=5,wang,100,100.0,1.0,3.7516433383546177,0.0027339359596485,0.0027339359596485,0.0671528972726316,0.0045095116121086,0.057426913715302,0.045830446812221,0.012216708085239,0.0506532623377848,0.754297497130161,0.82,0.91,0.1666344423387104,0.1985571413292277,1.0,1.0,0.0067152897272631,0.0384187454245971,0.0286181760425083,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,1600,GATT,g=4_t=6,doubleml,100,100.0,1.0,3.751448667903452,0.0076237744553827,0.0076237744553827,0.080763674082579,0.006522771051317,0.0669843958528445,0.054031560526584,0.0143989115001121,0.080467015667979,0.9963268335923322,0.96,0.97,0.2647129851790761,0.3154249077933494,1.0,1.0,0.0080763674082579,0.0195959179422654,0.0170587221092319,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,1600,GATT,g=4_t=6,wang,100,100.0,1.0,3.7516433383546177,0.0075904751700322,0.0075904751700322,0.071448210181687,0.0051048467381665,0.0643924763961056,0.0516796865525405,0.0137672395024581,0.0543197856877357,0.7602679696189006,0.82,0.91,0.1786962335352294,0.2129296488713545,1.0,1.0,0.0071448210181687,0.0384187454245971,0.0286181760425083,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,1600,GATT,g=4_t=7,doubleml,100,100.0,1.0,3.751448667903452,0.0009886964493572,0.0009886964493572,0.0884204077024411,0.0078181684982659,0.0763487943750959,0.0592379435977795,0.0158069622526246,0.0855130865270359,0.967119342118518,0.94,0.98,0.2813130848526827,0.3352051422437505,1.0,1.0,0.0088420407702441,0.0237486841740758,0.014,0.0,0.0,power,100.0
canonical,B2_sweep_serial,1,1600,GATT,g=4_t=7,wang,100,100.0,1.0,3.7516433383546177,0.0018971526607842,0.0018971526607842,0.0784569212160431,0.0061554884867003,0.0698077620552752,0.0550338696102462,0.0146876054287826,0.0565507590529642,0.7207873846750007,0.82,0.87,0.1860354844626092,0.2216749038329689,1.0,1.0,0.0078456921216043,0.0384187454245971,0.0336303434416004,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,ATT,ATT,synthdid,100,100.0,1.0,3.76351411484381,-0.024308305676551,0.024308305676551,0.186978722122382,0.0349610425265189,0.1656329896879926,0.1323399703441748,0.0352201846344605,0.2021234522338,1.0809970778466729,0.94,0.99,0.6649271378011496,0.7923093798679354,1.0,1.0,0.0186978722122382,0.0237486841740758,0.0099498743710662,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,ATT,ATT,twfe,100,100.0,1.0,3.7582715706824463,-0.0219771338083985,0.0219771338083985,0.2198554813425328,0.0483364326763567,0.1984073473765382,0.1605685003647066,0.0429052078501224,0.2281074302775182,1.0375335146733455,0.95,0.98,0.7504066680531117,0.8941646958998344,1.0,1.0,0.0219855481342532,0.0217944947177033,0.014,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,ES,k=0,did2s,100,100.0,1.0,3.76351411484381,-0.0328854779810394,0.0328854779810394,0.1963139235560795,0.0385391565819822,0.1559615712985266,0.1253467570448676,0.0334819618704157,0.2013787986952885,1.0257998772958257,0.99,0.99,0.6624774450982808,0.7893903916120251,1.0,1.0,0.0196313923556079,0.0099498743710662,0.0099498743710662,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,ES,k=0,twfe,100,100.0,1.0,3.7582715706824463,-0.034035707217496,0.034035707217496,0.1918926857476967,0.0368228028434642,0.1632454912994926,0.1305822440104787,0.0348637010804966,0.1941651908000222,1.011842582970116,0.97,0.99,0.6387466366302822,0.7611135620387824,1.0,1.0,0.0191892685747696,0.0170587221092319,0.0099498743710662,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,ES,k=1,did2s,100,100.0,1.0,3.76351411484381,-0.0234779435801685,0.0234779435801685,0.2275781736119003,0.0517918251045282,0.1999565055909712,0.1608922778119843,0.0429249933358027,0.2355167536322353,1.0348828707706963,0.96,0.97,0.7747813485579939,0.9232087170321012,1.0,1.0,0.02275781736119,0.0195959179422654,0.0170587221092319,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,ES,k=1,twfe,100,100.0,1.0,3.7582715706824463,-0.0250882645112087,0.0250882645112087,0.2191855324222847,0.0480422976232404,0.1995780666703189,0.1634732589884539,0.0436268887073009,0.2295832249999737,1.04743785989331,0.95,0.99,0.7552616006568456,0.8999497049090087,1.0,1.0,0.0219185532422284,0.0217944947177033,0.0099498743710662,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,ES,k=2,did2s,100,100.0,1.0,3.76351411484381,-0.0144452897001614,0.0144452897001614,0.2574715252054707,0.0662915862916313,0.2304683971292684,0.1887659221357169,0.0503430810103325,0.2689049713927779,1.0444066433295214,0.95,0.98,0.8846188356305923,1.054088126701749,1.0,1.0,0.025747152520547,0.0217944947177033,0.014,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,ES,k=2,twfe,100,100.0,1.0,3.7582715706824463,-0.0165157023257851,0.0165157023257851,0.2488744404314987,0.0619384871000915,0.229559160963959,0.1868297481656445,0.0499075240270897,0.2640398375494336,1.060935936577662,0.93,0.99,0.8686137689057272,1.0350171441613931,1.0,1.0,0.0248874440431498,0.0255147016443461,0.0099498743710662,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,ES,k=3,did2s,100,100.0,1.0,3.76351411484381,-0.0097383568588701,0.0097383568588701,0.2924587095768171,0.085532096807337,0.2707417114131512,0.2283582673076302,0.0608938980912419,0.3031160785878918,1.036440593704649,0.96,0.98,0.9971633886592168,1.1881932037068776,1.0,1.0,0.0292458709576817,0.0195959179422654,0.014,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,ES,k=3,twfe,100,100.0,1.0,3.7582715706824463,-0.0122688611790783,0.0122688611790783,0.2826128941740506,0.0798700479534331,0.267502879141279,0.2236274340565771,0.0597353147640917,0.2988862933197752,1.0575819415221106,0.93,0.98,0.983248407226228,1.171612740758868,1.0,1.0,0.028261289417405,0.0255147016443461,0.014,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,GATT,g=4_t=4,did_dr,100,100.0,1.0,3.76351411484381,-0.0280980219332361,0.0280980219332361,0.1584220228869991,0.0250975373356088,0.1348142318391751,0.1075871651241074,0.028548253427735,0.1684279071455184,1.0631596799244027,0.95,0.99,0.5540786335598689,0.6602252692011179,1.0,1.0,0.0158422022886999,0.0217944947177033,0.0099498743710662,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,GATT,g=4_t=4,doubleml,100,100.0,1.0,3.76351411484381,-0.0226366164653232,0.0226366164653232,0.2073263202656484,0.0429842030748942,0.1861803191410411,0.1472677961523001,0.0390827166208234,0.2077051602287331,1.0018272642016668,0.91,0.97,0.6832893272457454,0.8141892733250977,1.0,1.0,0.0207326320265648,0.0286181760425083,0.0170587221092319,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,GATT,g=4_t=4,wang,100,100.0,1.0,3.758271570682445,-0.0315389026158383,0.0315389026158383,0.144251151577549,0.020808394731449,0.1334669490699109,0.104155778256333,0.0276487138494452,0.116712390275148,0.8090915670257489,0.84,0.9,0.3839496839872777,0.4575041665864812,1.0,1.0,0.0144251151577549,0.0366606055596467,0.03,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,GATT,g=4_t=5,did_dr,100,100.0,1.0,3.76351411484381,-0.0080044974064028,0.0080044974064028,0.1833427742521152,0.033614572870462,0.169319407946809,0.1304683219549557,0.0346661304145932,0.1985114693126347,1.0827340762263205,0.93,0.96,0.6530447686895292,0.7781506668797377,1.0,1.0,0.0183342774252115,0.0255147016443461,0.0195959179422654,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,GATT,g=4_t=5,doubleml,100,100.0,1.0,3.76351411484381,-0.0050063040496317,0.0050063040496317,0.2124055477842163,0.0451161167295129,0.2071544630196601,0.1679205051773164,0.0447389725264691,0.2553518225348938,1.2021899860841057,0.96,0.99,0.8400329334076209,1.0009607590055616,1.0,1.0,0.0212405547784216,0.0195959179422654,0.0099498743710662,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,GATT,g=4_t=5,wang,100,100.0,1.0,3.758271570682445,-0.0179929268384275,0.0179929268384275,0.165222353473533,0.027298426087333,0.1597953755659413,0.1250154719140986,0.033164220747253,0.1372640363879434,0.8307836893869918,0.82,0.89,0.4515585986177088,0.5380651396301183,1.0,1.0,0.0165222353473533,0.0384187454245971,0.031288975694324,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,GATT,g=4_t=6,did_dr,100,100.0,1.0,3.76351411484381,-0.0014476930921245,0.0014476930921245,0.2155312775442103,0.0464537315998394,0.2086533104681239,0.1531999616387896,0.0407600599333327,0.2196201177081715,1.0189709828223077,0.94,0.95,0.7224860581855134,0.860895048767557,1.0,1.0,0.021553127754421,0.0237486841740758,0.0217944947177033,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,GATT,g=4_t=6,doubleml,100,100.0,1.0,3.76351411484381,-0.0067816730159056,0.0067816730159056,0.2825660253018693,0.0798435586548966,0.2792923123593446,0.2173473636428718,0.0578604297386809,0.2856745661607972,1.011001113299474,0.92,0.94,0.939785905695704,1.119823730781562,1.0,1.0,0.0282566025301869,0.027129319932501,0.0237486841740758,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,GATT,g=4_t=6,wang,100,100.0,1.0,3.758271570682445,0.0004249511209812,0.0004249511209812,0.1900099553970166,0.0361037831499762,0.1844040406700955,0.1403955622887576,0.037281418312429,0.1510812827393744,0.7951229840757419,0.83,0.88,0.4970133044779825,0.5922277504859914,1.0,1.0,0.0190009955397016,0.0375632799419859,0.0324961536185438,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,GATT,g=4_t=7,did_dr,100,100.0,1.0,3.76351411484381,0.0045846424747731,0.0045846424747731,0.2288277486819474,0.0523621385668485,0.2281096485061897,0.1820893013093172,0.0485556520992544,0.2358146420518452,1.0305334183032542,0.91,0.96,0.7757613144750921,0.9243764181890052,1.0,1.0,0.0228827748681947,0.0286181760425083,0.0195959179422654,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,GATT,g=4_t=7,doubleml,100,100.0,1.0,3.76351411484381,0.0002868817971607,0.0002868817971607,0.303411525816929,0.092058553998557,0.3078901252978512,0.2445657980788369,0.0652225523694321,0.307705724534943,1.0141530507334946,0.9,0.96,1.0122619836483988,1.2061842853648104,1.0,1.0,0.0303411525816929,0.03,0.0195959179422654,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,200,GATT,g=4_t=7,wang,100,100.0,1.0,3.758271570682445,0.014299766521634,0.014299766521634,0.199867764819564,0.0399471234139685,0.2007340608359841,0.1613819341350801,0.0430066069758882,0.1591308756405865,0.7961807937575438,0.81,0.89,0.5234941146418428,0.6237815750880523,1.0,1.0,0.0199867764819564,0.039230090491866,0.031288975694324,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,400,ATT,ATT,twfe,100,100.0,1.0,3.7445618939980094,0.0104892361595502,0.0104892361595502,0.1527872793692016,0.0233439527370424,0.1485575170112398,0.1208533332119509,0.032301406498221,0.1634376300406827,1.0697070509760511,0.91,0.96,0.5376619571055398,0.6406637371966397,1.0,1.0,0.0152787279369201,0.0286181760425083,0.0195959179422654,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,400,ES,k=0,twfe,100,100.0,1.0,3.7445618939980103,0.0099568939109412,0.0099568939109412,0.1403983469897325,0.0197116958374493,0.1317328162502165,0.1057928180927942,0.0282536311458493,0.1378982884654889,0.9821931057035416,0.93,0.95,0.4536449998657197,0.5405513578441471,1.0,1.0,0.0140398346989732,0.0255147016443461,0.0217944947177033,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,400,ES,k=1,twfe,100,100.0,1.0,3.7445618939980103,0.0098591858641364,0.0098591858641364,0.1580918581407076,0.0249930356103816,0.1531592758404696,0.1216738437592732,0.0324904430913988,0.1641006065146365,1.038007955909917,0.92,0.95,0.5398429556210727,0.6432625572197331,1.0,1.0,0.0158091858140707,0.027129319932501,0.0217944947177033,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,400,ES,k=2,twfe,100,100.0,1.0,3.7445618939980103,0.0156743658028668,0.0156743658028668,0.1835743494031598,0.0336995417587934,0.1791378887241238,0.149398044947195,0.039948516511338,0.189192074324431,1.030601905655859,0.95,0.98,0.622386539286026,0.7416193036726202,1.0,1.0,0.0183574349403159,0.0217944947177033,0.014,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,400,ES,k=3,twfe,100,100.0,1.0,3.7445618939980103,0.0064664990602701,0.0064664990602701,0.1904348677862986,0.036265438868785,0.1910507054769822,0.1520604351284096,0.0406675627613584,0.2147331139628312,1.127593473080778,0.94,0.97,0.7064090826566937,0.8417383393105687,1.0,1.0,0.0190434867786298,0.0237486841740758,0.0170587221092319,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,400,GATT,g=4_t=4,doubleml,100,100.0,1.0,3.74177537257144,0.000602696068858,0.000602696068858,0.139979628733658,0.0195942964604127,0.1134341281189584,0.091957865735902,0.0245699420927744,0.1384118192398012,0.9887997310177192,0.93,0.98,0.4553344690477289,0.542564365769035,1.0,1.0,0.0139979628733657,0.0255147016443461,0.014,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,400,GATT,g=4_t=4,wang,100,100.0,1.0,3.7445618939980094,0.0036573798490234,0.0036573798490234,0.1026525795954549,0.0105375520976012,0.0899307204849547,0.0701422837841735,0.0186834432856832,0.0851387270612009,0.8293871171745064,0.87,0.91,0.2800815515230495,0.3337376800915585,1.0,1.0,0.0102652579595454,0.0336303434416004,0.0286181760425083,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,400,GATT,g=4_t=5,doubleml,100,100.0,1.0,3.74177537257144,0.007980855848758,0.007980855848758,0.1528642526967128,0.0233674797525244,0.1340791536577482,0.1114170953891595,0.0297865767695513,0.1648132647651606,1.0781674711886693,0.98,1.0,0.5421875156040667,0.6460561313243669,1.0,1.0,0.0152864252696712,0.014,0.0,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,400,GATT,g=4_t=5,wang,100,100.0,1.0,3.7445618939980094,0.0049032463368019,0.0049032463368019,0.1186430910276422,0.0140761830485933,0.110301664744673,0.0876958952823612,0.0233600302266107,0.0974790257315532,0.8216156953365449,0.85,0.93,0.3206775307812972,0.3821107623778361,1.0,1.0,0.0118643091027642,0.0357071421427142,0.0255147016443461,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,400,GATT,g=4_t=6,doubleml,100,100.0,1.0,3.74177537257144,0.014143657746805,0.014143657746805,0.1638027771657125,0.0268313498072,0.1543652331027796,0.1246699787876481,0.0333840506616148,0.1845266857385715,1.1265174433025236,0.95,1.0,0.6070389142876644,0.7233313221738272,1.0,1.0,0.0163802777165712,0.0217944947177033,0.0,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,400,GATT,g=4_t=6,wang,100,100.0,1.0,3.7445618939980094,0.0120995416419827,0.0120995416419827,0.1291195210420176,0.01667185071412,0.1210926927745069,0.098617721746068,0.0263363819278656,0.1054861944494773,0.8169655029555941,0.89,0.9,0.3470187777700007,0.4134982872359506,1.0,1.0,0.0129119521042017,0.031288975694324,0.03,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,400,GATT,g=4_t=7,doubleml,100,100.0,1.0,3.74177537257144,0.0032555136367286,0.0032555136367286,0.1822714558619746,0.0332228836220437,0.176007313028143,0.1451034705947035,0.0387438916301995,0.1991909136437118,1.092825602899389,0.93,0.99,0.6552799421410279,0.7808140397375679,1.0,1.0,0.0182271455861974,0.0255147016443461,0.0099498743710662,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,400,GATT,g=4_t=7,wang,100,100.0,1.0,3.7445618939980094,0.0075229331793827,0.0075229331793827,0.1406837381712491,0.0197919141858365,0.1375346340050807,0.112994127291475,0.0301979772092982,0.1116481021944854,0.7936105739426709,0.82,0.88,0.3672896549740158,0.4376525219390246,1.0,1.0,0.0140683738171249,0.0384187454245971,0.0324961536185438,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,800,ATT,ATT,twfe,100,100.0,1.0,3.752842805786388,-0.0098130296202864,0.0098130296202864,0.1242738001991412,0.015443977415936,0.1106543039064851,0.088963313074531,0.0236831452256018,0.1150532749885911,0.9258047537310784,0.89,0.97,0.3784915933152586,0.4510005505620437,1.0,1.0,0.0124273800199141,0.031288975694324,0.0170587221092319,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,800,ES,k=0,twfe,100,100.0,1.0,3.752842805786388,0.0017068418502865,0.0017068418502865,0.1131289364851353,0.0127981562702577,0.0951119322399705,0.0798440424138472,0.0212730546192143,0.0975484867301189,0.8622770597948335,0.93,1.0,0.3209059644033277,0.3823830414748334,1.0,1.0,0.0113128936485135,0.0255147016443461,0.0,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,800,ES,k=1,twfe,100,100.0,1.0,3.752842805786388,-0.0140882139535719,0.0140882139535719,0.1210580433813223,0.0146550498673141,0.109102804239934,0.0870004965091716,0.0231752189909389,0.1157789033549013,0.9563916623879984,0.91,0.97,0.3808786982155469,0.4538449614903006,1.0,1.0,0.0121058043381322,0.0286181760425083,0.0170587221092319,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,800,ES,k=2,twfe,100,100.0,1.0,3.752842805786388,-0.0133066021955016,0.0133066021955016,0.1399449187328228,0.0195845802791363,0.1324413101083823,0.1014829053888206,0.0269989239867784,0.133395761467032,0.9532018931084292,0.89,0.96,0.4388330041380021,0.5229017763313575,1.0,1.0,0.0139944918732822,0.031288975694324,0.0195959179422654,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,800,ES,k=3,twfe,100,100.0,1.0,3.752842805786388,-0.0135641441823661,0.0135641441823661,0.1548627713527788,0.023982477951063,0.1407702718190793,0.1136579193753473,0.0302541650766124,0.1506410246539154,0.9727387889162452,0.89,0.98,0.4955648715393579,0.5905019658317694,1.0,1.0,0.0154862771352778,0.031288975694324,0.014,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,800,GATT,g=4_t=4,doubleml,100,100.0,1.0,3.752312562610054,-0.0037105316647034,0.0037105316647034,0.1005382387428706,0.0101079374495184,0.0759452312431661,0.0622185822623163,0.0166067139512031,0.0934511641749262,0.9295086659905611,0.95,1.0,0.3074270423955677,0.3663218350818898,1.0,1.0,0.010053823874287,0.0217944947177033,0.0,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,800,GATT,g=4_t=4,wang,100,100.0,1.0,3.752842805786388,0.0066743627995551,0.0066743627995551,0.0925619347693781,0.0085677117682506,0.0737518999121518,0.0585523553896306,0.0156078914513181,0.0622157946964283,0.6721531356430868,0.79,0.88,0.2046717975391984,0.2438814356727811,1.0,1.0,0.0092561934769378,0.0407308237088326,0.0324961536185438,0.0,0.0,power,100.0
canonical,B2_sweep_serial,2,800,GATT,g=4_t=5,doubleml,100,100.0,1.0,3.752312562610054,-0.0187002604481149,0.0187002604481149,0.1090417198015503,0.0118900966572798,0.0985103358358918,0.0820796332620144,0.0218947943035252,0.1122140226980105,1.0290925611062776,0.93,0.98,0.3691513681818266,0.4398708895665678,1.0,1.0,0.010904171980155,0.0255147016443461,0.014,0.0,0.0,power,100.0
