spec,contrast,diff_log,post_sd,lo95_log,hi95_log,p_bayes
structured_rfx_unit,Medium population - Small population,-0.03368361543714843,0.023173603694569063,-0.06479307496180486,-0.00652130140886656,0.0
structured_rfx_unit,High population - Small population,-0.019433499490294652,0.05145899356579499,-0.08936303511425166,0.06909862928335209,0.5
structured_rfx_unit,High population - Medium population,0.01425011594685378,0.048061004364229956,-0.057736834069920924,0.08290846069576177,0.75
