"dgp","setting","linearity_degree","N","rep","estimand_type","estimand_id","g","t","k","method","post_mean","sd","q025","q05","q95","q975","p_bayes","surf_rmse","surf_mae","surf_n","surf_mape","surf_cover95","surf_len95","surf_cover90","surf_len90","true"
"canonical","B1_strong_confounder",1,200,0,"GATT","g=4_t=4",4,4,0,"wang",3.95502156045909,0.144442398154142,3.6719196600033,3.71743490408565,4.19260821683252,4.23812346091487,2.28974833281093e-165,,,,,,,,,3.85434204342959
"canonical","B1_strong_confounder",1,200,0,"GATT","g=4_t=5",4,5,1,"wang",3.48016796568055,0.152474699193174,3.1813230443511,3.22936934681386,3.73096658454723,3.77901288700999,1.3077697307132e-115,,,,,,,,,3.85434204342959
"canonical","B1_strong_confounder",1,200,0,"GATT","g=4_t=6",4,6,2,"wang",3.87753742563722,0.174906045864534,3.53472787236038,3.58984251647276,4.16523233480168,4.22034697891405,3.40104928064477e-109,,,,,,,,,3.85434204342959
"canonical","B1_strong_confounder",1,200,0,"GATT","g=4_t=7",4,7,3,"wang",3.83003538377916,0.199098458579293,3.43980957250826,3.50254748779118,4.15752327976714,4.22026119505007,9.08948948387229e-83,,,,,,,,,3.85434204342959
"canonical","B1_strong_confounder",1,200,0,"CATT","surface",,,,"wang",,,,,,,,0.751565327348817,0.616291346762393,408,0.172885400754474,0.566176470588235,1.33662991221371,0.5,1.12173542862235,
"canonical","B1_strong_confounder",1,200,1,"GATT","g=4_t=4",4,4,0,"wang",3.71734363855628,0.169690142376678,3.38475706834312,3.43822812910743,3.99645914800513,4.04993020876944,1.12234595837646e-106,,,,,,,,,3.66688864183852
"canonical","B1_strong_confounder",1,200,1,"GATT","g=4_t=5",4,5,1,"wang",3.79487221445107,0.152090205201674,3.49678088750318,3.54470603206428,4.04503839683787,4.09296354139897,1.02951114273422e-137,,,,,,,,,3.66688864183852
"canonical","B1_strong_confounder",1,200,1,"GATT","g=4_t=6",4,6,2,"wang",3.69749863703495,0.166767503042465,3.37064033470182,3.42319044258554,3.97180683148436,4.02435693936807,3.23029827708246e-109,,,,,,,,,3.66688864183852
"canonical","B1_strong_confounder",1,200,1,"GATT","g=4_t=7",4,7,3,"wang",3.80116503722475,0.182280135482551,3.44390253376383,3.50134082725573,4.10098924719376,4.15842754068567,7.09474810499217e-97,,,,,,,,,3.66688864183852
"canonical","B1_strong_confounder",1,200,1,"CATT","surface",,,,"wang",,,,,,,,0.739212591387607,0.629703191863909,420,0.188578407284016,0.442857142857143,1.14022090198837,0.388095238095238,0.956903755129776,
"canonical","B1_strong_confounder",1,200,2,"GATT","g=4_t=4",4,4,0,"wang",3.76296348792027,0.153496051420051,3.46211675299482,3.5104848937578,4.01544208208275,4.06381022284572,5.1042743716679e-133,,,,,,,,,3.73882575605939
