family,design,degree,N,rep,task_estimator,shard,n_shards,wave_id,n_waves,oracle_available,config_hash,base_seed,dgp_params,seed
correction_completion,PT_violation_het20,3,200,56,raw_structured,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'het_trend': 0.2}",3218764945
correction_completion,PT_violation_het20,3,200,56,reference_fold_convolution_rf,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'het_trend': 0.2}",3218764945
correction_completion,PT_violation_het40,3,200,40,raw_structured,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'het_trend': 0.4}",1387735924
correction_completion,PT_violation_het40,3,200,40,reference_fold_convolution_rf,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'het_trend': 0.4}",1387735924
correction_completion,baseline_sweep,1,100,24,raw_structured,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.0}",1381253324
correction_completion,baseline_sweep,1,100,24,reference_fold_convolution_rf,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.0}",1381253324
correction_completion,baseline_sweep,2,400,8,raw_structured,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.0}",1047059662
correction_completion,baseline_sweep,2,400,8,reference_fold_convolution_rf,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.0}",1047059662
correction_completion,baseline_sweep_d3,3,400,92,raw_structured,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.0}",1121670804
correction_completion,baseline_sweep_d3,3,400,92,reference_fold_convolution_rf,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.0}",1121670804
correction_completion,selection_both,1,200,76,raw_structured,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'selection': 'both'}",2925803506
correction_completion,selection_both,1,200,76,reference_fold_convolution_rf,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'selection': 'both'}",2925803506
correction_completion,selection_obs,2,200,60,raw_structured,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 0.0, 'selection': 'observable'}",1350115858
correction_completion,selection_obs,2,200,60,reference_fold_convolution_rf,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 0.0, 'selection': 'observable'}",1350115858
correction_completion,serial_sweep,1,100,44,raw_structured,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.6}",1741378248
correction_completion,serial_sweep,1,100,44,reference_fold_convolution_rf,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.6}",1741378248
correction_completion,serial_sweep,2,400,28,raw_structured,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.6}",1298376718
correction_completion,serial_sweep,2,400,28,reference_fold_convolution_rf,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.6}",1298376718
correction_completion,serial_sweep_d3,3,800,12,raw_structured,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.6}",1450788683
correction_completion,serial_sweep_d3,3,800,12,reference_fold_convolution_rf,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.6}",1450788683
correction_completion,staggered,3,200,96,raw_structured,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'dynamic_ramp': 0.4, 'cohort_multipliers': [1.0, 1.5, 2.0]}",3344754032
correction_completion,staggered,3,200,96,reference_fold_convolution_rf,0,384,0,1,True,24d6dd33116d62ca,20260829,"{'dynamic_ramp': 0.4, 'cohort_multipliers': [1.0, 1.5, 2.0]}",3344754032
correction_completion,PT_conditional,1,200,1,raw_structured,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 0.0, 'selection': 'observable', 'trend_heterogeneity': 0.6}",1380530239
correction_completion,PT_conditional,1,200,1,reference_fold_convolution_rf,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 0.0, 'selection': 'observable', 'trend_heterogeneity': 0.6}",1380530239
correction_completion,PT_conditional,3,200,185,raw_structured,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 0.0, 'selection': 'observable', 'trend_heterogeneity': 0.6}",424512762
correction_completion,PT_conditional,3,200,185,reference_fold_convolution_rf,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 0.0, 'selection': 'observable', 'trend_heterogeneity': 0.6}",424512762
correction_completion,PT_hold,3,200,169,raw_structured,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0}",1864051701
correction_completion,PT_hold,3,200,169,reference_fold_convolution_rf,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0}",1864051701
correction_completion,PT_violation_a20,3,200,153,raw_structured,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'alpha_trend': 0.2}",3044435347
correction_completion,PT_violation_a20,3,200,153,reference_fold_convolution_rf,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'alpha_trend': 0.2}",3044435347
correction_completion,PT_violation_g05,3,200,137,raw_structured,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.05}",258679739
correction_completion,PT_violation_g05,3,200,137,reference_fold_convolution_rf,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.05}",258679739
correction_completion,PT_violation_g10,3,200,121,raw_structured,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.1}",1067906101
correction_completion,PT_violation_g10,3,200,121,reference_fold_convolution_rf,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.1}",1067906101
correction_completion,PT_violation_g20,3,200,105,raw_structured,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.2}",1140147344
correction_completion,PT_violation_g20,3,200,105,reference_fold_convolution_rf,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.2}",1140147344
correction_completion,PT_violation_g40,3,200,89,raw_structured,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.4}",599695677
correction_completion,PT_violation_g40,3,200,89,reference_fold_convolution_rf,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.4}",599695677
correction_completion,PT_violation_het10,3,200,73,raw_structured,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'het_trend': 0.1}",4021015224
correction_completion,PT_violation_het10,3,200,73,reference_fold_convolution_rf,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'het_trend': 0.1}",4021015224
correction_completion,PT_violation_het20,3,200,57,raw_structured,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'het_trend': 0.2}",481427364
correction_completion,PT_violation_het20,3,200,57,reference_fold_convolution_rf,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'het_trend': 0.2}",481427364
correction_completion,PT_violation_het40,3,200,41,raw_structured,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'het_trend': 0.4}",363581131
correction_completion,PT_violation_het40,3,200,41,reference_fold_convolution_rf,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'het_trend': 0.4}",363581131
correction_completion,baseline_sweep,1,100,25,raw_structured,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.0}",3883595193
correction_completion,baseline_sweep,1,100,25,reference_fold_convolution_rf,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.0}",3883595193
correction_completion,baseline_sweep,2,400,9,raw_structured,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.0}",3204601985
correction_completion,baseline_sweep,2,400,9,reference_fold_convolution_rf,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.0}",3204601985
correction_completion,baseline_sweep_d3,3,400,93,raw_structured,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.0}",3483681481
correction_completion,baseline_sweep_d3,3,400,93,reference_fold_convolution_rf,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.0}",3483681481
correction_completion,selection_both,1,200,77,raw_structured,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'selection': 'both'}",240498422
correction_completion,selection_both,1,200,77,reference_fold_convolution_rf,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'selection': 'both'}",240498422
correction_completion,selection_obs,2,200,61,raw_structured,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 0.0, 'selection': 'observable'}",814311761
correction_completion,selection_obs,2,200,61,reference_fold_convolution_rf,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 0.0, 'selection': 'observable'}",814311761
correction_completion,serial_sweep,1,100,45,raw_structured,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.6}",1192937744
correction_completion,serial_sweep,1,100,45,reference_fold_convolution_rf,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.6}",1192937744
correction_completion,serial_sweep,2,400,29,raw_structured,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.6}",29347858
correction_completion,serial_sweep,2,400,29,reference_fold_convolution_rf,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.6}",29347858
correction_completion,serial_sweep_d3,3,800,13,raw_structured,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.6}",701385180
correction_completion,serial_sweep_d3,3,800,13,reference_fold_convolution_rf,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.6}",701385180
correction_completion,staggered,3,200,97,raw_structured,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'dynamic_ramp': 0.4, 'cohort_multipliers': [1.0, 1.5, 2.0]}",2054276387
correction_completion,staggered,3,200,97,reference_fold_convolution_rf,1,384,0,1,True,24d6dd33116d62ca,20260829,"{'dynamic_ramp': 0.4, 'cohort_multipliers': [1.0, 1.5, 2.0]}",2054276387
correction_completion,PT_conditional,1,200,2,raw_structured,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 0.0, 'selection': 'observable', 'trend_heterogeneity': 0.6}",2693981103
correction_completion,PT_conditional,1,200,2,reference_fold_convolution_rf,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 0.0, 'selection': 'observable', 'trend_heterogeneity': 0.6}",2693981103
correction_completion,PT_conditional,3,200,186,raw_structured,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 0.0, 'selection': 'observable', 'trend_heterogeneity': 0.6}",198558124
correction_completion,PT_conditional,3,200,186,reference_fold_convolution_rf,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 0.0, 'selection': 'observable', 'trend_heterogeneity': 0.6}",198558124
correction_completion,PT_hold,3,200,170,raw_structured,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0}",3292692089
correction_completion,PT_hold,3,200,170,reference_fold_convolution_rf,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0}",3292692089
correction_completion,PT_violation_a20,3,200,154,raw_structured,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'alpha_trend': 0.2}",11354831
correction_completion,PT_violation_a20,3,200,154,reference_fold_convolution_rf,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'alpha_trend': 0.2}",11354831
correction_completion,PT_violation_g05,3,200,138,raw_structured,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.05}",2327870116
correction_completion,PT_violation_g05,3,200,138,reference_fold_convolution_rf,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.05}",2327870116
correction_completion,PT_violation_g10,3,200,122,raw_structured,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.1}",3044126631
correction_completion,PT_violation_g10,3,200,122,reference_fold_convolution_rf,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.1}",3044126631
correction_completion,PT_violation_g20,3,200,106,raw_structured,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.2}",1356471654
correction_completion,PT_violation_g20,3,200,106,reference_fold_convolution_rf,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.2}",1356471654
correction_completion,PT_violation_g40,3,200,90,raw_structured,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.4}",2376497016
correction_completion,PT_violation_g40,3,200,90,reference_fold_convolution_rf,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.4}",2376497016
correction_completion,PT_violation_het10,3,200,74,raw_structured,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'het_trend': 0.1}",1553112051
correction_completion,PT_violation_het10,3,200,74,reference_fold_convolution_rf,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'het_trend': 0.1}",1553112051
correction_completion,PT_violation_het20,3,200,58,raw_structured,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'het_trend': 0.2}",4177688886
correction_completion,PT_violation_het20,3,200,58,reference_fold_convolution_rf,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'het_trend': 0.2}",4177688886
correction_completion,PT_violation_het40,3,200,42,raw_structured,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'het_trend': 0.4}",2478024248
correction_completion,PT_violation_het40,3,200,42,reference_fold_convolution_rf,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'het_trend': 0.4}",2478024248
correction_completion,baseline_sweep,1,100,26,raw_structured,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.0}",2322141989
correction_completion,baseline_sweep,1,100,26,reference_fold_convolution_rf,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.0}",2322141989
correction_completion,baseline_sweep,2,400,10,raw_structured,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.0}",4228469841
correction_completion,baseline_sweep,2,400,10,reference_fold_convolution_rf,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.0}",4228469841
correction_completion,baseline_sweep_d3,3,400,94,raw_structured,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.0}",1173600867
correction_completion,baseline_sweep_d3,3,400,94,reference_fold_convolution_rf,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.0}",1173600867
correction_completion,selection_both,1,200,78,raw_structured,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'selection': 'both'}",877817154
correction_completion,selection_both,1,200,78,reference_fold_convolution_rf,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'selection': 'both'}",877817154
correction_completion,selection_obs,2,200,62,raw_structured,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 0.0, 'selection': 'observable'}",606532288
correction_completion,selection_obs,2,200,62,reference_fold_convolution_rf,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 0.0, 'selection': 'observable'}",606532288
correction_completion,serial_sweep,1,100,46,raw_structured,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.6}",1104644651
correction_completion,serial_sweep,1,100,46,reference_fold_convolution_rf,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.6}",1104644651
correction_completion,serial_sweep,2,400,30,raw_structured,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.6}",2389251772
correction_completion,serial_sweep,2,400,30,reference_fold_convolution_rf,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.6}",2389251772
correction_completion,serial_sweep_d3,3,800,14,raw_structured,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.6}",1990884970
correction_completion,serial_sweep_d3,3,800,14,reference_fold_convolution_rf,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'ar1_rho': 0.6}",1990884970
correction_completion,staggered,3,200,98,raw_structured,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'dynamic_ramp': 0.4, 'cohort_multipliers': [1.0, 1.5, 2.0]}",1261203269
correction_completion,staggered,3,200,98,reference_fold_convolution_rf,2,384,0,1,True,24d6dd33116d62ca,20260829,"{'dynamic_ramp': 0.4, 'cohort_multipliers': [1.0, 1.5, 2.0]}",1261203269
correction_completion,PT_conditional,1,200,3,raw_structured,3,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 0.0, 'selection': 'observable', 'trend_heterogeneity': 0.6}",2352030139
correction_completion,PT_conditional,1,200,3,reference_fold_convolution_rf,3,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 0.0, 'selection': 'observable', 'trend_heterogeneity': 0.6}",2352030139
correction_completion,PT_conditional,3,200,187,raw_structured,3,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 0.0, 'selection': 'observable', 'trend_heterogeneity': 0.6}",4002801066
correction_completion,PT_conditional,3,200,187,reference_fold_convolution_rf,3,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 0.0, 'selection': 'observable', 'trend_heterogeneity': 0.6}",4002801066
correction_completion,PT_hold,3,200,171,raw_structured,3,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0}",2017667383
correction_completion,PT_hold,3,200,171,reference_fold_convolution_rf,3,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0}",2017667383
correction_completion,PT_violation_a20,3,200,155,raw_structured,3,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'alpha_trend': 0.2}",3562839296
correction_completion,PT_violation_a20,3,200,155,reference_fold_convolution_rf,3,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'alpha_trend': 0.2}",3562839296
correction_completion,PT_violation_g05,3,200,139,raw_structured,3,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.05}",3380477530
correction_completion,PT_violation_g05,3,200,139,reference_fold_convolution_rf,3,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.05}",3380477530
correction_completion,PT_violation_g10,3,200,123,raw_structured,3,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.1}",1967073779
correction_completion,PT_violation_g10,3,200,123,reference_fold_convolution_rf,3,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.1}",1967073779
correction_completion,PT_violation_g20,3,200,107,raw_structured,3,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.2}",394910793
correction_completion,PT_violation_g20,3,200,107,reference_fold_convolution_rf,3,384,0,1,True,24d6dd33116d62ca,20260829,"{'alpha_sd': 1.0, 'conf_strength': 1.0, 'group_trend': 0.2}",394910793
