unit_id,time,lpop,lpop_group,spec,catt_log,catt_pct
8001,2007,5.8967609333053,3,structured,-0.015667033117570554,-1.55449435793924
8019,2007,2.23237719795055,1,structured,-0.05443340419955158,-5.297842558235876
8023,2007,1.29828248379668,1,structured,0.11092786427982117,11.731430567527523
8029,2007,3.32625829499766,2,structured,-0.05541085311760881,-5.3903638547781245
8041,2007,6.24790553432335,3,structured,-0.019997259068954987,-1.97986400325888
8063,2007,2.08081559723298,1,structured,-0.05304640815865795,-5.166399906653374
8075,2007,3.02061998906177,2,structured,-0.05888937537192578,-5.718893848863416
8103,2007,1.78942340943051,1,structured,-0.042463513701807384,-4.157456572080676
8117,2007,3.15904089116601,2,structured,-0.05704597274207869,-5.544935521481554
8123,2007,5.19814337757751,3,structured,-0.017210296276135618,-1.70630450828686
12007,2006,3.26147543848702,2,structured,-0.025579316572395868,-2.525493753777275
12007,2007,3.26147543848702,2,structured,-0.04923655350224278,-4.804408544372929
12019,2006,4.94743987059911,3,structured,0.01377168151209473,1.3866947941886476
12019,2007,4.94743987059911,3,structured,-0.009848611768553433,-0.9800273011706828
12023,2006,4.03447070018167,3,structured,-0.011702494407625101,-1.163428654658405
12023,2007,4.03447070018167,3,structured,-0.03527755663641526,-3.4662556743311645
12029,2006,2.62662320240648,1,structured,-0.02756592892558328,-2.7189455914780503
12029,2007,2.62662320240648,1,structured,-0.05122529701514764,-4.993540029993726
12051,2006,3.58933532377755,2,structured,-0.020466187072080057,-2.025817614588199
12051,2007,3.58933532377755,2,structured,-0.04404124930087022,-4.308551539454442
12071,2006,6.08879087493748,3,structured,0.018888745582530186,1.9068266464044914
12071,2007,6.08879087493748,3,structured,-0.0046950349492295125,-0.46840305014672623
12087,2006,4.37687589234631,3,structured,-0.004800180766984926,-0.4788678311269057
12087,2007,4.37687589234631,3,structured,-0.028375242995775093,-2.7976446671437616
12093,2006,3.58101580823799,2,structured,-0.020444465389547882,-2.0236894273882533
12093,2007,3.58101580823799,2,structured,-0.04401952761833804,-4.306472937614647
12097,2006,5.15035665593789,3,structured,0.013272185845263804,1.3360652251424687
12097,2007,5.15035665593789,3,structured,-0.010348107435384358,-1.0294749979802287
12099,2006,7.03102015077071,3,structured,0.009707514288192111,0.9754785041706127
12099,2007,7.03102015077071,3,structured,-0.013887275618665108,-1.379129223622444
12109,2006,4.81328131446834,3,structured,0.01222144998441973,1.2296437076571687
12109,2007,4.81328131446834,3,structured,-0.011344477502545084,-1.128037156277295
12113,2006,4.76850428314641,3,structured,0.011764569185040982,1.183404390851539
12113,2007,4.76850428314641,3,structured,-0.011801358301923831,-1.1731995399988926
12121,2006,3.55088095595665,2,structured,-0.02020105339629545,-1.9998379155860113
12121,2007,3.55088095595665,2,structured,-0.04377611562508561,-4.283177150329054
17005,2004,2.86977214642579,2,structured,-0.05698209391896785,-5.538901650409567
17005,2005,2.86977214642579,2,structured,-0.08094577595369086,-7.775630212619777
17005,2006,2.86977214642579,2,structured,-0.11911552113696773,-11.22947538808743
17005,2007,2.86977214642579,2,structured,-0.11521316036773523,-10.882383977897502
17015,2004,2.81385061998842,2,structured,-0.05717479306818394,-5.557102469997998
17015,2005,2.81385061998842,2,structured,-0.08113847510290695,-7.793400058042765
17015,2006,2.81385061998842,2,structured,-0.11930822028618382,-11.246579744605201
17015,2007,2.81385061998842,2,structured,-0.11540585951695133,-10.89955521219087
17025,2004,2.67827804276854,1,structured,-0.056908091075963244,-5.5319110019176225
17025,2005,2.67827804276854,1,structured,-0.08087177311068626,-7.768805094525256
