spec,group,n_obs,att_log,post_sd,lo95_log,hi95_log,att_pct,lo95_pct,hi95_pct,p_bayes
structured,All treated,291,-0.04653601520376013,0.029020741440301978,-0.10221812973359473,0.009087540657932392,-4.506740776487556,-9.716740444488359,0.912895772021538,0.10533333333333333
structured,Small population,72,-0.05004546104146659,0.040841033166198255,-0.1355522219864828,0.02716206001029109,-4.802341428962424,-12.676644025340822,2.753431149201657,0.17066666666666666
structured,Medium population,119,-0.05814310456124097,0.0334592099722129,-0.12567345396756016,0.007446014553463403,-5.5956360972172865,-11.809721837679565,0.7473805053162641,0.09066666666666667
structured,High population,100,-0.03019677786520926,0.03860296779465223,-0.10127542544834832,0.05126079013718974,-2.90198743069152,-9.631589899233461,5.259736450304908,0.396
structured_rfx_unit,All treated,291,-0.04794130505414885,0.01389310718040754,-0.07540441608564188,-0.020855588135821643,-4.671831932093498,-7.2631632203571055,-2.063961438323536,0.0013333333333333333
structured_rfx_unit,Small population,72,-0.04511779673129054,0.02080505662995615,-0.08920043913921158,-0.006595807211798783,-4.390861357322171,-8.533777890870597,-0.6574102621393463,0.02
structured_rfx_unit,Medium population,119,-0.05806478357056122,0.01676748760569553,-0.09175240940539145,-0.02500873188692248,-5.627859846951741,-8.766899383975513,-2.4698604230351973,0.0013333333333333333
structured_rfx_unit,High population,100,-0.03792729161207611,0.019317746600409053,-0.07241901507540628,0.0018542003160936197,-3.703722762656599,-6.985892898533363,0.1855920408467382,0.058666666666666666
