N,rep,true_ATT,tauhat_post,tauhat_pre_treated,share_recovered
200,0,3.84856251356771,3.6546412963302224,3.668666243280477,0.9496120391564803
200,1,3.6773150870796933,1.8507274652347585,1.872358608344849,0.503282264752705
400,0,3.818910466742632,2.9771897637609936,3.144280852050142,0.7795914017068878
400,1,3.6435487692560367,2.727464962538295,2.7690977884997525,0.7485737491844268
800,0,3.780262731435891,1.7828988363233103,1.7292278512953827,0.4716335776074738
800,1,3.7217471784042906,1.3445703930671788,1.374054213229909,0.3612739739198693
1600,0,3.7610396037950338,1.8381407587758485,1.801325393802601,0.48873209336086054
1600,1,3.779757950500175,2.083770749422304,2.112812747668834,0.5512974049427051
