estimand_type,estimand_id,g,t,k,method,post_mean,post_median,sd,q025,q05,q95,q975,p_bayes_tail_min,p_bayes_two_sided,p_bayes,max_control_odds,effective_sample_size,max_normalized_weight,fold_sizes,true,family,design,degree,N,rep,seed,task_estimator
GATT,g=5_t=5,5.0,5.0,0.0,reference_fold_convolution,4.047980113608719,4.102679571581417,0.38384601475702573,3.2260081080977034,3.328153163991066,4.660526668533842,4.716845938747214,0.0,0.0,0.0,2.0748512269772252,20.566416866599848,,"{""0"": {""bar_pi"": 0.54, ""control_ess"": 20.859405907805144, ""fold_sizes"": [{""evaluation"": 50, ""fold"": 0, ""train"": 51}], ""global_fold_bb"": true, ""max_control_odds"": 2.0748512269772252, ""n_clipped"": 0, ""n_complement_units"": 51, ""n_eval_units"": 50, ""posterior_cache_key"": ""g=5_fold=0"", ""posterior_draws"": 24, ""raw_max_control_odds"": 2.0748512269772252}, ""1"": {""bar_pi"": 0.5490196078431373, ""control_ess"": 20.566416866599848, ""fold_sizes"": [{""evaluation"": 51, ""fold"": 0, ""train"": 50}], ""global_fold_bb"": true, ""max_control_odds"": 1.9620311994038633, ""n_clipped"": 0, ""n_complement_units"": 50, ""n_eval_units"": 51, ""posterior_cache_key"": ""g=5_fold=1"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.9620311994038633}}",4.2449584859132,correction_completion,staggered,2,200,0,2786419750,reference_fold_convolution_rf
GATT,g=5_t=6,5.0,6.0,1.0,reference_fold_convolution,5.9137955556934285,5.965738503364493,0.45226797138819025,4.867454465586043,5.011270603290848,6.475919557371659,6.5361145633299245,0.0,0.0,0.0,2.0748512269772252,20.566416866599848,,"{""0"": {""bar_pi"": 0.54, ""control_ess"": 20.859405907805144, ""fold_sizes"": [{""evaluation"": 50, ""fold"": 0, ""train"": 51}], ""global_fold_bb"": true, ""max_control_odds"": 2.0748512269772252, ""n_clipped"": 0, ""n_complement_units"": 51, ""n_eval_units"": 50, ""posterior_cache_key"": ""g=5_fold=0"", ""posterior_draws"": 24, ""raw_max_control_odds"": 2.0748512269772252}, ""1"": {""bar_pi"": 0.5490196078431373, ""control_ess"": 20.566416866599848, ""fold_sizes"": [{""evaluation"": 51, ""fold"": 0, ""train"": 50}], ""global_fold_bb"": true, ""max_control_odds"": 1.9620311994038633, ""n_clipped"": 0, ""n_complement_units"": 50, ""n_eval_units"": 51, ""posterior_cache_key"": ""g=5_fold=1"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.9620311994038633}}",5.942941880278479,correction_completion,staggered,2,200,0,2786419750,reference_fold_convolution_rf
GATT,g=5_t=7,5.0,7.0,2.0,reference_fold_convolution,7.552010856551083,7.605779063777833,0.6467840836086821,6.1499201523905,6.321649373688601,8.490711676465795,8.630588916128943,0.0,0.0,0.0,2.0748512269772252,20.566416866599848,,"{""0"": {""bar_pi"": 0.54, ""control_ess"": 20.859405907805144, ""fold_sizes"": [{""evaluation"": 50, ""fold"": 0, ""train"": 51}], ""global_fold_bb"": true, ""max_control_odds"": 2.0748512269772252, ""n_clipped"": 0, ""n_complement_units"": 51, ""n_eval_units"": 50, ""posterior_cache_key"": ""g=5_fold=0"", ""posterior_draws"": 24, ""raw_max_control_odds"": 2.0748512269772252}, ""1"": {""bar_pi"": 0.5490196078431373, ""control_ess"": 20.566416866599848, ""fold_sizes"": [{""evaluation"": 51, ""fold"": 0, ""train"": 50}], ""global_fold_bb"": true, ""max_control_odds"": 1.9620311994038633, ""n_clipped"": 0, ""n_complement_units"": 50, ""n_eval_units"": 51, ""posterior_cache_key"": ""g=5_fold=1"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.9620311994038633}}",7.64092527464376,correction_completion,staggered,2,200,0,2786419750,reference_fold_convolution_rf
GATT,g=6_t=6,6.0,6.0,0.0,reference_fold_convolution,5.008130213342446,5.0269568429651255,0.37236376167819946,4.347249077344725,4.455273140668737,5.4842331289686435,5.581474682535412,0.0,0.0,0.0,2.173351940374101,21.076995892779134,,"{""0"": {""bar_pi"": 0.4888888888888889, ""control_ess"": 21.076995892779134, ""fold_sizes"": [{""evaluation"": 45, ""fold"": 0, ""train"": 51}], ""global_fold_bb"": true, ""max_control_odds"": 2.173351940374101, ""n_clipped"": 0, ""n_complement_units"": 51, ""n_eval_units"": 45, ""posterior_cache_key"": ""g=6_fold=0"", ""posterior_draws"": 24, ""raw_max_control_odds"": 2.173351940374101}, ""1"": {""bar_pi"": 0.5490196078431373, ""control_ess"": 22.30252595216947, ""fold_sizes"": [{""evaluation"": 51, ""fold"": 0, ""train"": 45}], ""global_fold_bb"": true, ""max_control_odds"": 1.2810051321423457, ""n_clipped"": 0, ""n_complement_units"": 45, ""n_eval_units"": 51, ""posterior_cache_key"": ""g=6_fold=1"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.2810051321423457}}",5.1439172141588845,correction_completion,staggered,2,200,0,2786419750,reference_fold_convolution_rf
GATT,g=6_t=7,6.0,7.0,1.0,reference_fold_convolution,6.865745835550935,6.8481154752616815,0.5129033471361903,5.974415506490049,6.025737617170711,7.540854390216418,7.557944475618647,0.0,0.0,0.0,2.173351940374101,21.076995892779134,,"{""0"": {""bar_pi"": 0.4888888888888889, ""control_ess"": 21.076995892779134, ""fold_sizes"": [{""evaluation"": 45, ""fold"": 0, ""train"": 51}], ""global_fold_bb"": true, ""max_control_odds"": 2.173351940374101, ""n_clipped"": 0, ""n_complement_units"": 51, ""n_eval_units"": 45, ""posterior_cache_key"": ""g=6_fold=0"", ""posterior_draws"": 24, ""raw_max_control_odds"": 2.173351940374101}, ""1"": {""bar_pi"": 0.5490196078431373, ""control_ess"": 22.30252595216947, ""fold_sizes"": [{""evaluation"": 51, ""fold"": 0, ""train"": 45}], ""global_fold_bb"": true, ""max_control_odds"": 1.2810051321423457, ""n_clipped"": 0, ""n_complement_units"": 45, ""n_eval_units"": 51, ""posterior_cache_key"": ""g=6_fold=1"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.2810051321423457}}",7.201484099822436,correction_completion,staggered,2,200,0,2786419750,reference_fold_convolution_rf
GATT,g=4_t=4,4.0,4.0,0.0,reference_fold_convolution,2.9883602879369895,3.0191064530607576,0.32714136793723114,2.35435838054903,2.3907705619861286,3.414367163601926,3.549709481994431,0.0,0.0,0.0,2.047622148703112,19.889555107580478,,"{""0"": {""bar_pi"": 0.5490196078431373, ""control_ess"": 21.392342644914145, ""fold_sizes"": [{""evaluation"": 51, ""fold"": 0, ""train"": 44}], ""global_fold_bb"": true, ""max_control_odds"": 1.541181967489068, ""n_clipped"": 0, ""n_complement_units"": 44, ""n_eval_units"": 51, ""posterior_cache_key"": ""g=4_fold=0"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.541181967489068}, ""1"": {""bar_pi"": 0.4772727272727273, ""control_ess"": 19.889555107580478, ""fold_sizes"": [{""evaluation"": 44, ""fold"": 0, ""train"": 51}], ""global_fold_bb"": true, ""max_control_odds"": 2.047622148703112, ""n_clipped"": 0, ""n_complement_units"": 51, ""n_eval_units"": 44, ""posterior_cache_key"": ""g=4_fold=1"", ""posterior_draws"": 24, ""raw_max_control_odds"": 2.047622148703112}}",2.787809763058245,correction_completion,staggered,2,200,0,2786419750,reference_fold_convolution_rf
GATT,g=4_t=5,4.0,5.0,1.0,reference_fold_convolution,3.889513847868864,3.9495217576445594,0.3449640983096085,3.2501387699376174,3.2711315986217224,4.353961778302101,4.3617957077794065,0.0,0.0,0.0,2.047622148703112,19.889555107580478,,"{""0"": {""bar_pi"": 0.5490196078431373, ""control_ess"": 21.392342644914145, ""fold_sizes"": [{""evaluation"": 51, ""fold"": 0, ""train"": 44}], ""global_fold_bb"": true, ""max_control_odds"": 1.541181967489068, ""n_clipped"": 0, ""n_complement_units"": 44, ""n_eval_units"": 51, ""posterior_cache_key"": ""g=4_fold=0"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.541181967489068}, ""1"": {""bar_pi"": 0.4772727272727273, ""control_ess"": 19.889555107580478, ""fold_sizes"": [{""evaluation"": 44, ""fold"": 0, ""train"": 51}], ""global_fold_bb"": true, ""max_control_odds"": 2.047622148703112, ""n_clipped"": 0, ""n_complement_units"": 51, ""n_eval_units"": 44, ""posterior_cache_key"": ""g=4_fold=1"", ""posterior_draws"": 24, ""raw_max_control_odds"": 2.047622148703112}}",3.9029336682815425,correction_completion,staggered,2,200,0,2786419750,reference_fold_convolution_rf
GATT,g=4_t=6,4.0,6.0,2.0,reference_fold_convolution,5.228225766607873,5.2198995000122785,0.4168656945043445,4.550188442201296,4.597722569102965,5.861383153569732,6.056018476070396,0.0,0.0,0.0,2.047622148703112,19.889555107580478,,"{""0"": {""bar_pi"": 0.5490196078431373, ""control_ess"": 21.392342644914145, ""fold_sizes"": [{""evaluation"": 51, ""fold"": 0, ""train"": 44}], ""global_fold_bb"": true, ""max_control_odds"": 1.541181967489068, ""n_clipped"": 0, ""n_complement_units"": 44, ""n_eval_units"": 51, ""posterior_cache_key"": ""g=4_fold=0"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.541181967489068}, ""1"": {""bar_pi"": 0.4772727272727273, ""control_ess"": 19.889555107580478, ""fold_sizes"": [{""evaluation"": 44, ""fold"": 0, ""train"": 51}], ""global_fold_bb"": true, ""max_control_odds"": 2.047622148703112, ""n_clipped"": 0, ""n_complement_units"": 51, ""n_eval_units"": 44, ""posterior_cache_key"": ""g=4_fold=1"", ""posterior_draws"": 24, ""raw_max_control_odds"": 2.047622148703112}}",5.018057573504841,correction_completion,staggered,2,200,0,2786419750,reference_fold_convolution_rf
GATT,g=4_t=7,4.0,7.0,3.0,reference_fold_convolution,6.10510758685524,6.125737013968442,0.4633837253997397,5.313081639414679,5.3657818685969545,6.788255215983376,6.944022750139904,0.0,0.0,0.0,2.047622148703112,19.889555107580478,,"{""0"": {""bar_pi"": 0.5490196078431373, ""control_ess"": 21.392342644914145, ""fold_sizes"": [{""evaluation"": 51, ""fold"": 0, ""train"": 44}], ""global_fold_bb"": true, ""max_control_odds"": 1.541181967489068, ""n_clipped"": 0, ""n_complement_units"": 44, ""n_eval_units"": 51, ""posterior_cache_key"": ""g=4_fold=0"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.541181967489068}, ""1"": {""bar_pi"": 0.4772727272727273, ""control_ess"": 19.889555107580478, ""fold_sizes"": [{""evaluation"": 44, ""fold"": 0, ""train"": 51}], ""global_fold_bb"": true, ""max_control_odds"": 2.047622148703112, ""n_clipped"": 0, ""n_complement_units"": 51, ""n_eval_units"": 44, ""posterior_cache_key"": ""g=4_fold=1"", ""posterior_draws"": 24, ""raw_max_control_odds"": 2.047622148703112}}",6.13318147872814,correction_completion,staggered,2,200,0,2786419750,reference_fold_convolution_rf
ES,k=0,,,0.0,reference_fold_convolution,4.02256539626308,4.077794602667947,0.21405450255061623,3.5172755291060076,3.585819273307501,4.255673955612151,4.293761514879289,0.0,0.0,0.0,,,,{},4.07318997287678,correction_completion,staggered,2,200,0,2786419750,reference_fold_convolution_rf
