estimand_type,estimand_id,g,t,k,method,post_mean,post_median,sd,q025,q05,q95,q975,p_bayes_tail_min,p_bayes_two_sided,p_bayes,max_control_odds,effective_sample_size,max_normalized_weight,fold_sizes,true,family,design,degree,N,rep,seed,task_estimator
GATT,g=6_t=6,6.0,6.0,0.0,reference_fold_convolution,6.6374693146081585,6.740272703610803,0.57422320109882,5.4963678612517475,5.7938096114143685,7.290333282268334,7.542275583275871,0.0,0.0,0.0,1.529011784933812,24.817808351791104,,"{""0"": {""bar_pi"": 0.28846153846153844, ""control_ess"": 33.70603184861022, ""fold_sizes"": [{""evaluation"": 52, ""fold"": 0, ""train"": 48}], ""global_fold_bb"": true, ""max_control_odds"": 1.529011784933812, ""n_clipped"": 0, ""n_complement_units"": 48, ""n_eval_units"": 52, ""posterior_cache_key"": ""g=6_fold=0"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.529011784933812}, ""1"": {""bar_pi"": 0.4583333333333333, ""control_ess"": 24.817808351791104, ""fold_sizes"": [{""evaluation"": 48, ""fold"": 0, ""train"": 52}], ""global_fold_bb"": true, ""max_control_odds"": 0.5808236259570201, ""n_clipped"": 0, ""n_complement_units"": 52, ""n_eval_units"": 48, ""posterior_cache_key"": ""g=6_fold=1"", ""posterior_draws"": 24, ""raw_max_control_odds"": 0.5808236259570201}}",5.829661840006837,correction_completion,staggered,3,200,0,604806911,reference_fold_convolution_rf
GATT,g=6_t=7,6.0,7.0,1.0,reference_fold_convolution,9.28063525269783,9.419559525830799,0.7043968643179953,8.059179016840888,8.128020186309088,10.336708945691203,10.617810682364615,0.0,0.0,0.0,1.529011784933812,24.817808351791104,,"{""0"": {""bar_pi"": 0.28846153846153844, ""control_ess"": 33.70603184861022, ""fold_sizes"": [{""evaluation"": 52, ""fold"": 0, ""train"": 48}], ""global_fold_bb"": true, ""max_control_odds"": 1.529011784933812, ""n_clipped"": 0, ""n_complement_units"": 48, ""n_eval_units"": 52, ""posterior_cache_key"": ""g=6_fold=0"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.529011784933812}, ""1"": {""bar_pi"": 0.4583333333333333, ""control_ess"": 24.817808351791104, ""fold_sizes"": [{""evaluation"": 48, ""fold"": 0, ""train"": 52}], ""global_fold_bb"": true, ""max_control_odds"": 0.5808236259570201, ""n_clipped"": 0, ""n_complement_units"": 52, ""n_eval_units"": 48, ""posterior_cache_key"": ""g=6_fold=1"", ""posterior_draws"": 24, ""raw_max_control_odds"": 0.5808236259570201}}",8.161526576009571,correction_completion,staggered,3,200,0,604806911,reference_fold_convolution_rf
GATT,g=5_t=5,5.0,5.0,0.0,reference_fold_convolution,3.340225458213284,3.367243276110372,0.3091728622386615,2.74841964969015,2.836930122394692,3.7813113433419083,3.8532872626668264,0.0,0.0,0.0,1.39018377391667,23.67081587053885,,"{""0"": {""bar_pi"": 0.3728813559322034, ""control_ess"": 34.98924085185868, ""fold_sizes"": [{""evaluation"": 59, ""fold"": 0, ""train"": 49}], ""global_fold_bb"": true, ""max_control_odds"": 1.39018377391667, ""n_clipped"": 0, ""n_complement_units"": 49, ""n_eval_units"": 59, ""posterior_cache_key"": ""g=5_fold=0"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.39018377391667}, ""1"": {""bar_pi"": 0.46938775510204084, ""control_ess"": 23.67081587053885, ""fold_sizes"": [{""evaluation"": 49, ""fold"": 0, ""train"": 59}], ""global_fold_bb"": true, ""max_control_odds"": 0.9804407031377861, ""n_clipped"": 0, ""n_complement_units"": 59, ""n_eval_units"": 49, ""posterior_cache_key"": ""g=5_fold=1"", ""posterior_draws"": 24, ""raw_max_control_odds"": 0.9804407031377861}}",4.212832473853906,correction_completion,staggered,3,200,0,604806911,reference_fold_convolution_rf
GATT,g=5_t=6,5.0,6.0,1.0,reference_fold_convolution,5.4616084628525,5.42836555487014,0.37536199901566714,4.710611540060766,4.847629169989853,6.0164681294711695,6.113629719854047,0.0,0.0,0.0,1.39018377391667,23.67081587053885,,"{""0"": {""bar_pi"": 0.3728813559322034, ""control_ess"": 34.98924085185868, ""fold_sizes"": [{""evaluation"": 59, ""fold"": 0, ""train"": 49}], ""global_fold_bb"": true, ""max_control_odds"": 1.39018377391667, ""n_clipped"": 0, ""n_complement_units"": 49, ""n_eval_units"": 59, ""posterior_cache_key"": ""g=5_fold=0"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.39018377391667}, ""1"": {""bar_pi"": 0.46938775510204084, ""control_ess"": 23.67081587053885, ""fold_sizes"": [{""evaluation"": 49, ""fold"": 0, ""train"": 59}], ""global_fold_bb"": true, ""max_control_odds"": 0.9804407031377861, ""n_clipped"": 0, ""n_complement_units"": 59, ""n_eval_units"": 49, ""posterior_cache_key"": ""g=5_fold=1"", ""posterior_draws"": 24, ""raw_max_control_odds"": 0.9804407031377861}}",5.89796546339547,correction_completion,staggered,3,200,0,604806911,reference_fold_convolution_rf
GATT,g=5_t=7,5.0,7.0,2.0,reference_fold_convolution,7.532058823783042,7.513952275889309,0.5466373359496289,6.378937930270476,6.677387091432887,8.292783422514823,8.344839830778378,0.0,0.0,0.0,1.39018377391667,23.67081587053885,,"{""0"": {""bar_pi"": 0.3728813559322034, ""control_ess"": 34.98924085185868, ""fold_sizes"": [{""evaluation"": 59, ""fold"": 0, ""train"": 49}], ""global_fold_bb"": true, ""max_control_odds"": 1.39018377391667, ""n_clipped"": 0, ""n_complement_units"": 49, ""n_eval_units"": 59, ""posterior_cache_key"": ""g=5_fold=0"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.39018377391667}, ""1"": {""bar_pi"": 0.46938775510204084, ""control_ess"": 23.67081587053885, ""fold_sizes"": [{""evaluation"": 49, ""fold"": 0, ""train"": 59}], ""global_fold_bb"": true, ""max_control_odds"": 0.9804407031377861, ""n_clipped"": 0, ""n_complement_units"": 59, ""n_eval_units"": 49, ""posterior_cache_key"": ""g=5_fold=1"", ""posterior_draws"": 24, ""raw_max_control_odds"": 0.9804407031377861}}",7.583098452937035,correction_completion,staggered,3,200,0,604806911,reference_fold_convolution_rf
GATT,g=4_t=4,4.0,4.0,0.0,reference_fold_convolution,2.7113106502497097,2.6898586603557955,0.2639776789318681,2.2279800491021344,2.316581050493909,3.0689379561081975,3.2128149964636115,0.0,0.0,0.0,1.6795243133499038,21.876990131478536,,"{""0"": {""bar_pi"": 0.4126984126984127, ""control_ess"": 35.40599246474547, ""fold_sizes"": [{""evaluation"": 63, ""fold"": 0, ""train"": 55}], ""global_fold_bb"": true, ""max_control_odds"": 1.6795243133499038, ""n_clipped"": 0, ""n_complement_units"": 55, ""n_eval_units"": 63, ""posterior_cache_key"": ""g=4_fold=0"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.6795243133499038}, ""1"": {""bar_pi"": 0.5272727272727272, ""control_ess"": 21.876990131478536, ""fold_sizes"": [{""evaluation"": 55, ""fold"": 0, ""train"": 63}], ""global_fold_bb"": true, ""max_control_odds"": 1.4940337063659737, ""n_clipped"": 0, ""n_complement_units"": 63, ""n_eval_units"": 55, ""posterior_cache_key"": ""g=4_fold=1"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.4940337063659737}}",2.59779786585825,correction_completion,staggered,3,200,0,604806911,reference_fold_convolution_rf
GATT,g=4_t=5,4.0,5.0,1.0,reference_fold_convolution,3.8101691893352627,3.7687023838173936,0.3029192427991919,3.3354860356329623,3.4403326223205513,4.349868452912741,4.436240658605309,0.0,0.0,0.0,1.6795243133499038,21.876990131478536,,"{""0"": {""bar_pi"": 0.4126984126984127, ""control_ess"": 35.40599246474547, ""fold_sizes"": [{""evaluation"": 63, ""fold"": 0, ""train"": 55}], ""global_fold_bb"": true, ""max_control_odds"": 1.6795243133499038, ""n_clipped"": 0, ""n_complement_units"": 55, ""n_eval_units"": 63, ""posterior_cache_key"": ""g=4_fold=0"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.6795243133499038}, ""1"": {""bar_pi"": 0.5272727272727272, ""control_ess"": 21.876990131478536, ""fold_sizes"": [{""evaluation"": 55, ""fold"": 0, ""train"": 63}], ""global_fold_bb"": true, ""max_control_odds"": 1.4940337063659737, ""n_clipped"": 0, ""n_complement_units"": 63, ""n_eval_units"": 55, ""posterior_cache_key"": ""g=4_fold=1"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.4940337063659737}}",3.636917012201549,correction_completion,staggered,3,200,0,604806911,reference_fold_convolution_rf
GATT,g=4_t=6,4.0,6.0,2.0,reference_fold_convolution,4.87045905666018,4.817263204285494,0.4094375542938418,4.270910311980874,4.312492644777811,5.744715502335051,5.85822902086309,0.0,0.0,0.0,1.6795243133499038,21.876990131478536,,"{""0"": {""bar_pi"": 0.4126984126984127, ""control_ess"": 35.40599246474547, ""fold_sizes"": [{""evaluation"": 63, ""fold"": 0, ""train"": 55}], ""global_fold_bb"": true, ""max_control_odds"": 1.6795243133499038, ""n_clipped"": 0, ""n_complement_units"": 55, ""n_eval_units"": 63, ""posterior_cache_key"": ""g=4_fold=0"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.6795243133499038}, ""1"": {""bar_pi"": 0.5272727272727272, ""control_ess"": 21.876990131478536, ""fold_sizes"": [{""evaluation"": 55, ""fold"": 0, ""train"": 63}], ""global_fold_bb"": true, ""max_control_odds"": 1.4940337063659737, ""n_clipped"": 0, ""n_complement_units"": 63, ""n_eval_units"": 55, ""posterior_cache_key"": ""g=4_fold=1"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.4940337063659737}}",4.676036158544849,correction_completion,staggered,3,200,0,604806911,reference_fold_convolution_rf
GATT,g=4_t=7,4.0,7.0,3.0,reference_fold_convolution,6.39409008208843,6.274524776048453,0.49185978896755683,5.772737745998505,5.801496677250415,7.193671592650084,7.2640717684807425,0.0,0.0,0.0,1.6795243133499038,21.876990131478536,,"{""0"": {""bar_pi"": 0.4126984126984127, ""control_ess"": 35.40599246474547, ""fold_sizes"": [{""evaluation"": 63, ""fold"": 0, ""train"": 55}], ""global_fold_bb"": true, ""max_control_odds"": 1.6795243133499038, ""n_clipped"": 0, ""n_complement_units"": 55, ""n_eval_units"": 63, ""posterior_cache_key"": ""g=4_fold=0"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.6795243133499038}, ""1"": {""bar_pi"": 0.5272727272727272, ""control_ess"": 21.876990131478536, ""fold_sizes"": [{""evaluation"": 55, ""fold"": 0, ""train"": 63}], ""global_fold_bb"": true, ""max_control_odds"": 1.4940337063659737, ""n_clipped"": 0, ""n_complement_units"": 63, ""n_eval_units"": 55, ""posterior_cache_key"": ""g=4_fold=1"", ""posterior_draws"": 24, ""raw_max_control_odds"": 1.4940337063659737}}",5.715155304888152,correction_completion,staggered,3,200,0,604806911,reference_fold_convolution_rf
ES,k=0,,,0.0,reference_fold_convolution,3.9782379271812673,3.951674549704732,0.21138586411049806,3.5703924921518113,3.7111867929238467,4.224881784755698,4.326148944314307,0.0,0.0,0.0,,,,{},4.001122861502792,correction_completion,staggered,3,200,0,604806911,reference_fold_convolution_rf
