estimand_type,estimand_id,g,t,k,method,post_mean,post_median,sd,q025,q05,q95,q975,p_bayes_tail_min,p_bayes_two_sided,p_bayes,true,family,design,degree,N,rep,seed,task_estimator
PRE,k=-4,,,-4.0,pretrend,-0.0020366362181535435,-0.0013334148083989973,0.006997003654232675,-0.011309202894307235,-0.010691871284907109,0.010108332260425516,0.010477688972403103,0.2916666666666667,0.5833333333333334,0.5833333333333334,-0.01685393258426967,correction_completion,PT_violation_het10,1,200,0,1901787762,raw_structured
PRE,k=-3,,,-3.0,pretrend,-0.0026217315438008732,-0.0023563200795007865,0.0064194608634389055,-0.012849148346047523,-0.011928268190878468,0.006438428855629232,0.008171271460371558,0.3333333333333333,0.6666666666666666,0.6666666666666666,-0.011235955056179778,correction_completion,PT_violation_het10,1,200,0,1901787762,raw_structured
PRE,k=-2,,,-2.0,pretrend,-0.0020646094229495883,-0.00446159604039334,0.00806783906933957,-0.012825911860809164,-0.012053749467936399,0.012571839674585191,0.01444443452237829,0.3333333333333333,0.6666666666666666,0.6666666666666666,-0.005617977528089889,correction_completion,PT_violation_het10,1,200,0,1901787762,raw_structured
PRE,slope,,,,pretrend,0.0009584272260722834,0.000640565054136709,0.0024476966710401493,-0.003931960954494416,-0.0035066625410618813,0.004414883532790886,0.00488053744978833,0.25,0.5,0.5,0.005617977528089889,correction_completion,PT_violation_het10,1,200,0,1901787762,raw_structured
PRE_SUB,X1=0_k=-4,,,-4.0,pretrend,-0.0017436817710313243,-0.0019027269566650124,0.007772645023932064,-0.018564203691609733,-0.016061218334153863,0.011109642036334879,0.012224821279285564,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.29999999999999993,correction_completion,PT_violation_het10,1,200,0,1901787762,raw_structured
PRE_SUB,X1=0_k=-3,,,-3.0,pretrend,-0.0012983445308647752,0.0010532701362259594,0.010008649786641063,-0.020898605369522007,-0.020295129920186186,0.012857524179924846,0.01460264889617917,0.4583333333333333,0.9166666666666666,0.9166666666666666,0.19999999999999996,correction_completion,PT_violation_het10,1,200,0,1901787762,raw_structured
PRE_SUB,X1=0_k=-2,,,-2.0,pretrend,-0.0005984294946769746,0.0002776694704467748,0.010474686698290629,-0.019343131713286943,-0.018820371143997025,0.012600415086067667,0.01450827232144131,0.5,1.0,1.0,0.09999999999999998,correction_completion,PT_violation_het10,1,200,0,1901787762,raw_structured
PRE_SUB,X1=1_k=-4,,,-4.0,pretrend,-0.002298425298560634,-0.0016206494897938392,0.012553160910678934,-0.021254696778080992,-0.019457040763682185,0.020152168974523245,0.023839718838227414,0.5,1.0,1.0,-0.2999999999999998,correction_completion,PT_violation_het10,1,200,0,1901787762,raw_structured
PRE_SUB,X1=1_k=-3,,,-3.0,pretrend,-0.003804332704296963,-0.0033543655121752924,0.012135553338101575,-0.02489789833624955,-0.02436209583773447,0.01250429561268059,0.014593372256619507,0.4583333333333333,0.9166666666666666,0.9166666666666666,-0.1999999999999999,correction_completion,PT_violation_het10,1,200,0,1901787762,raw_structured
PRE_SUB,X1=1_k=-2,,,-2.0,pretrend,-0.0033748127631080937,-0.002849491226840646,0.011997905792642628,-0.022195842846193962,-0.01866009343680136,0.015806012386157663,0.017782344329013263,0.375,0.75,0.75,-0.09999999999999995,correction_completion,PT_violation_het10,1,200,0,1901787762,raw_structured
PRE_SUB,X2=low_k=-4,,,-4.0,pretrend,0.0023020059894112237,0.00392795376985195,0.016390233151504188,-0.02493985198633133,-0.02325276931638798,0.02525169480275941,0.03382344391578141,0.4166666666666667,0.8333333333333334,0.8333333333333334,-0.040000000000000015,correction_completion,PT_violation_het10,1,200,0,1901787762,raw_structured
PRE_SUB,X2=low_k=-3,,,-3.0,pretrend,-0.0006048356253616601,-0.00016116861422709922,0.011219308311724057,-0.018901049412465773,-0.017375554126914706,0.016323452433212402,0.021812409377905576,0.4583333333333333,0.9166666666666666,0.9166666666666666,-0.026666666666666675,correction_completion,PT_violation_het10,1,200,0,1901787762,raw_structured
PRE_SUB,X2=low_k=-2,,,-2.0,pretrend,0.0004142859079793093,-0.0010014492171399737,0.014237272169378156,-0.021530933386750405,-0.02074436066861878,0.01907612796349694,0.019546574099122384,0.5,1.0,1.0,-0.013333333333333338,correction_completion,PT_violation_het10,1,200,0,1901787762,raw_structured
PRE_SUB,X2=high_k=-4,,,-4.0,pretrend,-0.00467200033655887,-0.006178909898182887,0.012488048960240618,-0.021412185700127425,-0.019347449002544943,0.016577796689913857,0.01934154503599516,0.375,0.75,0.75,-0.020000000000000004,correction_completion,PT_violation_het10,1,200,0,1901787762,raw_structured
