dynamic_ramp,twfe,att_true,twfe_bias,w_already_treated
0.0,3.8822239477684675,3.7699250354626006,0.11229891230586697,0.11577201840566008
0.2,4.357501275116589,4.538239737590702,-0.1807384624741125,0.11577201840566008
0.4,4.832778602464711,5.306554439718803,-0.473775837254092,0.11577201840566008
0.6,5.3080559298128325,6.074869141846904,-0.7668132120340715,0.11577201840566008
0.8,5.783333257160954,6.843183843975006,-1.0598505868140509,0.11577201840566008
1.0,6.258610584509076,7.611498546103106,-1.3528879615940306,0.11577201840566008
