type,weight,dd,contribution
Earlier_vs_Later,0.07236999917046477,3.3857378529900153,0.2450258456122986
Later_vs_Earlier,0.03867793701487992,4.038018692450718,0.15618223265151665
Treated_vs_Untreated,0.22228539714798864,5.58106063544327,1.2405882798565133
