spec,seed,att,post_sd,lo95,hi95,p_bayes,notebook_stat,n_draws
structured,0,-0.04653601520376013,0.029020741440301978,-0.10221812973359473,0.009087540657932392,0.10533333333333333,-0.04477177487756551,1500
structured,1,-0.04634459280634632,0.02760144565892752,-0.10118533370453825,0.010472848439373609,0.09733333333333333,-0.0445653470985859,1500
structured,2,-0.04585547818916647,0.027654567593911127,-0.10028578474079392,0.011098565051857101,0.10533333333333333,-0.04404031502669137,1500
structured_rfx_unit,0,-0.04794130505414885,0.01389310718040754,-0.07540441608564188,-0.020855588135821643,0.0013333333333333333,-0.04526310111496703,1500
structured_rfx_unit,1,-0.04791245942188491,0.014001809735688108,-0.0749851124415221,-0.02088700022630204,0.0013333333333333333,-0.04522669159580091,1500
structured_rfx_unit,2,-0.048041492185550455,0.013841228914505432,-0.07512804192871829,-0.019119173386057592,0.0,-0.04541711186328546,1500
