dgp,setting,linearity_degree,N,rep,spec,estimand_type,estimand_id,g,t,k,method,post_mean,sd,q025,q05,q95,q975,p_bayes,true
canonical,PT_violation_g05,3,200,100,pretrend_unit,PRE,k=-4,,,-4.0,pretrend,-0.36807641362246046,0.1962133508639198,-0.7560310226038176,-0.6975860567475342,-0.05243093672007188,0.0,0.02,-0.14999999999999994
canonical,PT_violation_g05,3,200,100,pretrend_unit,PRE,k=-3,,,-3.0,pretrend,-0.22316203309508448,0.18644457136949394,-0.5903543493264297,-0.5427419038534069,0.04293232155875255,0.10327682405386597,0.07266666666666667,-0.09999999999999996
canonical,PT_violation_g05,3,200,100,pretrend_unit,PRE,k=-2,,,-2.0,pretrend,-0.15062751622577275,0.17611435749310797,-0.5285743574596548,-0.46729907323680997,0.04716101869910336,0.12388825118389232,0.08,-0.04999999999999998
canonical,PT_violation_g05,3,200,100,pretrend_unit,PRE,slope,,,,pretrend,0.12151291594880878,0.07065240469942435,-0.0006827285864863561,0.00833530707421083,0.2422808317223022,0.2661935353618556,0.02666666666666667,0.04999999999999998
canonical,PT_violation_g05,3,200,100,pretrend_unit,PRE,any,,,,pretrend,,,,,,,0.02,0.04999999999999998
canonical,PT_violation_g05,3,200,100,pretrend_unit,PRE,any_bonf,,,,pretrend,,,,,,,0.06,0.04999999999999998
canonical,PT_violation_g05,3,200,100,pretrend_unit,PRE_SUB,X1=0_k=-4,,,-4.0,pretrend,-0.32999434815060963,0.20898262115214156,-0.7256099377769633,-0.6764343998053299,0.0,0.08892712344348785,0.04933333333333333,-0.15000000000000002
canonical,PT_violation_g05,3,200,100,pretrend_unit,PRE_SUB,X1=0_k=-3,,,-3.0,pretrend,-0.18620511494913172,0.20117935638373904,-0.58249638941039,-0.5288840019041611,0.12977859186966323,0.22908354054859761,0.12533333333333332,-0.10000000000000002
canonical,PT_violation_g05,3,200,100,pretrend_unit,PRE_SUB,X1=0_k=-2,,,-2.0,pretrend,-0.11874874757789364,0.18801254212160928,-0.5182173033317737,-0.45187819368806276,0.13894723865277778,0.23256562984086526,0.13066666666666665,-0.05000000000000001
canonical,PT_violation_g05,3,200,100,pretrend_unit,PRE_SUB,X1=1_k=-4,,,-4.0,pretrend,-0.393237778309219,0.21486990161752975,-0.8437168140542981,-0.7550211484703125,-0.06025018266842184,0.0,0.016666666666666666,-0.15
