dgp,setting,linearity_degree,N,rep,spec,estimand_type,estimand_id,g,t,k,method,post_mean,sd,q025,q05,q95,q975,p_bayes,true
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE,k=-4,,,-4.0,pretrend,-0.7666065216749686,0.2159245741787517,-1.1771203350893804,-1.102117850958538,-0.4194162604225191,-0.347704185049336,0.0,-0.5698313614461955
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE,k=-3,,,-3.0,pretrend,-0.4609263039583606,0.2188193309108304,-0.8904555612620708,-0.8302621162422636,-0.09256756003808068,-0.0014934802778960173,0.007333333333333333,-0.37988757429746367
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE,k=-2,,,-2.0,pretrend,-0.2723790796166364,0.20707790957456768,-0.671532960836618,-0.6210373127094176,0.0,0.010552465524602511,0.028,-0.18994378714873184
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE,slope,,,,pretrend,0.24957508946844742,0.0778146412967656,0.09953936331994653,0.1231553864778525,0.3774515666162955,0.4008731968255913,0.0,0.18994378714873184
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE,any,,,,pretrend,,,,,,,0.0,0.18994378714873184
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE,any_bonf,,,,pretrend,,,,,,,0.0,0.18994378714873184
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUB,X1=0_k=-4,,,-4.0,pretrend,-0.7367660247487253,0.23143701776139616,-1.1622098408495987,-1.0901219648912381,-0.3498451508187126,-0.2705930245466308,0.0013333333333333333,-0.6724112959570958
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUB,X1=0_k=-3,,,-3.0,pretrend,-0.4318804129982124,0.23358159522938693,-0.8825933393631443,-0.8057027036790488,-0.005390640414933044,0.0,0.021333333333333333,-0.44827419730473056
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUB,X1=0_k=-2,,,-2.0,pretrend,-0.24624053128297255,0.21581425894980555,-0.663067421777777,-0.6088741770782105,0.0004900261687143541,0.09181573464782028,0.050666666666666665,-0.22413709865236528
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUB,X1=1_k=-4,,,-4.0,pretrend,-0.7863225642869509,0.23089053184388142,-1.262596035035303,-1.1680912874463492,-0.4247560283343239,-0.3541333155449134,0.0,-0.5003440736880332
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUB,X1=1_k=-3,,,-3.0,pretrend,-0.48011733905702997,0.23334445448478364,-0.974907833718197,-0.8818928695617922,-0.09990641272468627,-0.004775119704687133,0.006666666666666667,-0.3335627157920222
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUB,X1=1_k=-2,,,-2.0,pretrend,-0.2896491919085214,0.22402228612926162,-0.7349951022967101,-0.6603923755792867,0.0,0.002736508300904909,0.02666666666666667,-0.1667813578960111
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUB,X2=low_k=-4,,,-4.0,pretrend,-0.7717659849762507,0.21806694680983407,-1.1770032173605098,-1.1139588422680207,-0.4236474242577626,-0.3538125154094066,0.0,-0.540784578842058
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUB,X2=low_k=-3,,,-3.0,pretrend,-0.4657444236452402,0.22048051635359928,-0.8965302087744318,-0.8404339824368952,-0.09256756003808102,0.0,0.008,-0.36052305256137196
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUB,X2=low_k=-2,,,-2.0,pretrend,-0.27655876196876744,0.20931996919031165,-0.675806833166927,-0.6299857273193725,0.0,0.0035426950967988612,0.02666666666666667,-0.18026152628068598
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUB,X2=high_k=-4,,,-4.0,pretrend,-0.7657640614097633,0.21808103801946013,-1.1826630852186033,-1.1065752777728808,-0.4140357163562851,-0.3474133087900491,0.0,-0.5096758274206219
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUB,X2=high_k=-3,,,-3.0,pretrend,-0.4604838974238678,0.219978654218261,-0.8904244159108281,-0.8301502328191945,-0.08810727041403503,0.0,0.009333333333333334,-0.3397838849470812
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUB,X2=high_k=-2,,,-2.0,pretrend,-0.27148224595298,0.20814926941905615,-0.6722980595606376,-0.6181585612083093,0.0,0.021443833017665087,0.03266666666666666,-0.1698919424735406
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUBC,X1_k=-4,,,-4.0,pretrend,-0.04955653953822556,0.16832325005151763,-0.6517167366197775,-0.4955815137573972,0.02583166090786185,0.04305685431435856,0.45866666666666667,0.17206722226906257
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUBC,X1_k=-3,,,-3.0,pretrend,-0.04823692605881764,0.16612979158642516,-0.651716736619776,-0.4950217919926221,0.019512465191316743,0.03946201203402025,0.44533333333333336,0.11471148151270838
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUBC,X1_k=-2,,,-2.0,pretrend,-0.04340866062554884,0.15651226008660823,-0.6356698107709227,-0.4642429983913075,0.0029788143159085586,0.025724803713927304,0.366,0.05735574075635419
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUBC,X1_slope,,,,pretrend,0.020610866525561485,0.07018226584891174,-0.01641312308503335,-0.009730234425958518,0.20837975765517552,0.2761276682904276,0.4706666666666667,-0.05735574075635419
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUBC,X1_any,,,,pretrend,,,,,,,0.366,-0.05735574075635419
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUBC,X1_any_bonf,,,,pretrend,,,,,,,1.0,-0.05735574075635419
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUBC,X2_k=-4,,,-4.0,pretrend,0.006001923566487492,0.05680045226160139,-0.12905939297713442,-0.008858008603901263,0.08780610126024764,0.11337554971187037,0.39466666666666667,0.0311087514214361
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUBC,X2_k=-3,,,-3.0,pretrend,0.00526052622137237,0.05163557433740703,-0.11914991022620543,-1.887379141862766e-15,0.08526414768216829,0.10893006345082708,0.3993333333333333,0.020739167614290732
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUBC,X2_k=-2,,,-2.0,pretrend,0.005076516015787479,0.044968506530076474,-0.011673686644073573,-1.1102230246251565e-15,0.07420793554150014,0.09670785905617826,0.3486666666666667,0.010369583807145366
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUBC,X2_slope,,,,pretrend,-0.0024002385112853347,0.021885163955470972,-0.046798776027086056,-0.03657104694402114,0.0025585068309070254,0.046882747757218145,0.43,-0.010369583807145366
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUBC,X2_any,,,,pretrend,,,,,,,0.3486666666666667,-0.010369583807145366
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE_SUBC,X2_any_bonf,,,,pretrend,,,,,,,1.0,-0.010369583807145366
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE,k=-4,,,-4.0,twfe_es,-0.6861382586276878,0.23168481173146294,-1.1402321489681329,-1.0672259479434316,-0.3050505693119441,-0.23204436828724284,0.0015306433289930645,-0.5698313614461955
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE,k=-3,,,-3.0,twfe_es,-0.34823343852577526,0.21207283673619798,-0.7638885639066009,-0.6970622923226575,0.0005954152711069582,0.06742168685505029,0.050290194027878904,-0.37988757429746367
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE,k=-2,,,-2.0,twfe_es,-0.2115389203076221,0.21143006364651284,-0.625934233572496,-0.5593105062168433,0.13623266560159913,0.20285639295725177,0.15853070520844736,-0.18994378714873184
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE,slope,,,,twfe_es,0.21188718380301688,0.08141962657411546,0.05230764682430725,0.07796378535407678,0.345810582251957,0.3714667207817265,0.004628566483680421,0.18994378714873184
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE,any,,,,twfe_es,,,,,,,0.0015306433289930645,0.18994378714873184
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE,any_bonf,,,,twfe_es,,,,,,,0.0045919299869791935,0.18994378714873184
canonical,PT_violation_a20,3,200,100,pretrend_unit,PRE,joint,,,,twfe_es,,,,,,,0.013251290778718498,0.18994378714873184
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE,k=-4,,,-4.0,pretrend,-0.8178725619094048,0.2057566110979669,-1.2127706138319803,-1.146835394312218,-0.48013112556650456,-0.4084571745299073,0.0,-0.6997133927351156
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE,k=-3,,,-3.0,pretrend,-0.5925830254613614,0.18929361201082975,-0.9572466215062857,-0.9071494240536435,-0.2705348838823056,-0.22518581559879602,0.0013333333333333333,-0.46647559515674375
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE,k=-2,,,-2.0,pretrend,-0.5184542366309631,0.18927984723505914,-0.8802833810540118,-0.8242601276491401,-0.2048508686259662,-0.1296918571800568,0.0013333333333333333,-0.23323779757837187
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE,slope,,,,pretrend,0.2969455695201357,0.0719938022149004,0.15231641287787162,0.17478007080166535,0.4099201744613618,0.43086080880807426,0.0,0.23323779757837187
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE,any,,,,pretrend,,,,,,,0.0,0.23323779757837187
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE,any_bonf,,,,pretrend,,,,,,,0.0,0.23323779757837187
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUB,X1=0_k=-4,,,-4.0,pretrend,-0.8052398855342117,0.21019860159092477,-1.2015574238123279,-1.1426036675169522,-0.4568552640048084,-0.37544737949123663,0.0,-0.5826832205860215
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUB,X1=0_k=-3,,,-3.0,pretrend,-0.5813669300285105,0.196036065360531,-0.9572466215062869,-0.9015851713441293,-0.2538671306265574,-0.18536715897150585,0.004,-0.388455480390681
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUB,X1=0_k=-2,,,-2.0,pretrend,-0.5075028258166877,0.19586836046875195,-0.8608227004351627,-0.8216543494877799,-0.17411705140955913,-0.06840604661767583,0.004666666666666667,-0.1942277401953405
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUB,X1=1_k=-4,,,-4.0,pretrend,-0.8324703212762944,0.21572347124420949,-1.2574804554821657,-1.1953040175617982,-0.48588694870714005,-0.40845717452990743,0.0,-0.8279576241409612
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUB,X1=1_k=-3,,,-3.0,pretrend,-0.6055438468504335,0.1967518022818551,-0.9946536031687119,-0.9413696016855356,-0.28345473342438093,-0.2333880659218717,0.0013333333333333333,-0.5519717494273074
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUB,X1=1_k=-2,,,-2.0,pretrend,-0.5311092002385702,0.196410746585761,-0.9008177546839361,-0.8427843645866917,-0.2144112680654148,-0.1344041023777898,0.0013333333333333333,-0.2759858747136537
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUB,X2=low_k=-4,,,-4.0,pretrend,-0.8180358692120481,0.2064030192411243,-1.207740827069313,-1.1509316089281925,-0.47853720043230535,-0.40687827943499366,0.0,-0.7406221947986538
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUB,X2=low_k=-3,,,-3.0,pretrend,-0.5939463865981972,0.19100996246593865,-0.971749762354132,-0.907979371840183,-0.2758056013176501,-0.22518581559879644,0.0013333333333333333,-0.4937481298657692
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUB,X2=low_k=-2,,,-2.0,pretrend,-0.5184748978794279,0.18991561613368133,-0.879257232168863,-0.8242601276491404,-0.2022031553491369,-0.12969185718005702,0.0013333333333333333,-0.2468740649328846
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUB,X2=high_k=-4,,,-4.0,pretrend,-0.8162430901079509,0.2073062766373282,-1.2127460703391864,-1.1542539254623025,-0.4785013133937564,-0.40687827943499333,0.0,-0.6545317207864411
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUB,X2=high_k=-3,,,-3.0,pretrend,-0.5900864133644645,0.19021222505279337,-0.9572466215062866,-0.9042232536889505,-0.2696747768859188,-0.22292591998140768,0.0013333333333333333,-0.43635448052429404
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUB,X2=high_k=-2,,,-2.0,pretrend,-0.5168095272175434,0.18996308451438995,-0.8802833810540124,-0.8242601276491405,-0.2022031553491368,-0.12911571035732305,0.0013333333333333333,-0.21817724026214702
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUBC,X1_k=-4,,,-4.0,pretrend,-0.02723043574208276,0.10871486885163316,-0.41102128392551407,-0.267786885613655,0.0030470356500976264,0.020254333681820755,0.43266666666666664,-0.24527440355493962
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUBC,X1_k=-3,,,-3.0,pretrend,-0.024176916821923015,0.10474299132496619,-0.4033065150596841,-0.23327712409994128,2.8504976157250717e-15,0.016526733065197256,0.44066666666666665,-0.16351626903662642
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUBC,X1_k=-2,,,-2.0,pretrend,-0.0236063744218825,0.10295749062585081,-0.41102128392551357,-0.22242683556844917,1.6653345369377348e-15,0.0034868912661321977,0.44866666666666666,-0.08175813451831321
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUBC,X1_slope,,,,pretrend,0.010975108235141202,0.04485849804747977,-0.007504262224806363,-0.0012743011905301917,0.09982797855659602,0.17087099447867415,0.4806666666666667,0.08175813451831321
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUBC,X1_any,,,,pretrend,,,,,,,0.43266666666666664,0.08175813451831321
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUBC,X1_any_bonf,,,,pretrend,,,,,,,1.0,0.08175813451831321
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUBC,X2_k=-4,,,-4.0,pretrend,0.00179277910409733,0.043689234638879276,-0.02283988761918042,-1.7763568394002505e-15,0.014973318949781612,0.06861823955035991,0.39866666666666667,0.08609047401221276
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUBC,X2_k=-3,,,-3.0,pretrend,0.003859973233732616,0.03813092030101531,-2.756128658631949e-15,-1.0019762797242036e-15,0.01451984024282688,0.0665467284266601,0.404,0.05739364934147517
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUBC,X2_k=-2,,,-2.0,pretrend,0.0016653706618845684,0.02415850093664835,-1.3614109839465981e-15,-8.354428260304301e-16,0.01137182162817554,0.01834467895900492,0.404,0.028696824670737586
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUBC,X2_slope,,,,pretrend,-0.0010545467458315566,0.015235578335662789,-0.02867217360102427,-0.006663879545043262,6.07252343647652e-16,0.0064522221526547964,0.44866666666666666,-0.028696824670737586
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUBC,X2_any,,,,pretrend,,,,,,,0.39866666666666667,-0.028696824670737586
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE_SUBC,X2_any_bonf,,,,pretrend,,,,,,,1.0,-0.028696824670737586
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE,k=-4,,,-4.0,twfe_es,-0.7447287948178802,0.2522102309317229,-1.2390517678757436,-1.1595778020068483,-0.32987978762891207,-0.25040582176001686,0.0015744805403100166,-0.6997133927351156
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE,k=-3,,,-3.0,twfe_es,-0.4332368736716923,0.21091531781520464,-0.846623303638052,-0.7801617778413029,-0.08631196950208164,-0.01985044370533251,0.01998398902186671,-0.46647559515674375
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE,k=-2,,,-2.0,twfe_es,-0.46959500653347686,0.1933040909943371,-0.8484640659351017,-0.7875520138218762,-0.15163799924507748,-0.09072594713185195,0.007563855654056382,-0.23323779757837187
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE,slope,,,,twfe_es,0.2550182241664644,0.08650363270276028,0.08547421819983156,0.11273237790079835,0.39730407043213045,0.42456223013309724,0.0015988555509050012,0.23323779757837187
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE,any,,,,twfe_es,,,,,,,0.0015744805403100166,0.23323779757837187
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE,any_bonf,,,,twfe_es,,,,,,,0.00472344162093005,0.23323779757837187
canonical,PT_violation_a20,3,200,101,pretrend_unit,PRE,joint,,,,twfe_es,,,,,,,0.009758442840710028,0.23323779757837187
