family,design,degree,N,rep,task_estimator,shard,n_shards,wave_id,n_waves,oracle_available,config_hash,base_seed,seed
correction_audit,null,2,800,20,current_hybrid_intercept,0,48,0,1,True,1d4ec075e86f013d,20260829,1661380806
correction_audit,null,2,800,20,current_hybrid_logit,0,48,0,1,True,1d4ec075e86f013d,20260829,1661380806
correction_audit,null,2,800,20,current_hybrid_logit_clip01,0,48,0,1,True,1d4ec075e86f013d,20260829,1661380806
correction_audit,null,2,800,20,current_hybrid_logit_clip05,0,48,0,1,True,1d4ec075e86f013d,20260829,1661380806
correction_audit,null,2,800,20,current_hybrid_rf,0,48,0,1,True,1d4ec075e86f013d,20260829,1661380806
correction_audit,null,2,800,20,oracle_current_hybrid,0,48,0,1,False,1d4ec075e86f013d,20260829,1661380806
correction_audit,null,2,800,20,oracle_reference_fold_convolution,0,48,0,1,False,1d4ec075e86f013d,20260829,1661380806
correction_audit,null,2,800,20,raw_structured,0,48,0,1,True,1d4ec075e86f013d,20260829,1661380806
correction_audit,null,2,800,20,reference_fold_convolution_intercept,0,48,0,1,True,1d4ec075e86f013d,20260829,1661380806
correction_audit,null,2,800,20,reference_fold_convolution_logit,0,48,0,1,True,1d4ec075e86f013d,20260829,1661380806
correction_audit,null,2,800,20,reference_fold_convolution_rf,0,48,0,1,True,1d4ec075e86f013d,20260829,1661380806
correction_audit,null,2,800,68,current_hybrid_intercept,0,48,0,1,True,1d4ec075e86f013d,20260829,1721844123
correction_audit,null,2,800,68,current_hybrid_logit,0,48,0,1,True,1d4ec075e86f013d,20260829,1721844123
correction_audit,null,2,800,68,current_hybrid_logit_clip01,0,48,0,1,True,1d4ec075e86f013d,20260829,1721844123
correction_audit,null,2,800,68,current_hybrid_logit_clip05,0,48,0,1,True,1d4ec075e86f013d,20260829,1721844123
correction_audit,null,2,800,68,current_hybrid_rf,0,48,0,1,True,1d4ec075e86f013d,20260829,1721844123
correction_audit,null,2,800,68,oracle_current_hybrid,0,48,0,1,False,1d4ec075e86f013d,20260829,1721844123
correction_audit,null,2,800,68,oracle_reference_fold_convolution,0,48,0,1,False,1d4ec075e86f013d,20260829,1721844123
correction_audit,null,2,800,68,raw_structured,0,48,0,1,True,1d4ec075e86f013d,20260829,1721844123
correction_audit,null,2,800,68,reference_fold_convolution_intercept,0,48,0,1,True,1d4ec075e86f013d,20260829,1721844123
correction_audit,null,2,800,68,reference_fold_convolution_logit,0,48,0,1,True,1d4ec075e86f013d,20260829,1721844123
correction_audit,null,2,800,68,reference_fold_convolution_rf,0,48,0,1,True,1d4ec075e86f013d,20260829,1721844123
correction_audit,oracle_canonical,1,200,16,current_hybrid_intercept,0,48,0,1,True,1d4ec075e86f013d,20260829,489947359
correction_audit,oracle_canonical,1,200,16,current_hybrid_logit,0,48,0,1,True,1d4ec075e86f013d,20260829,489947359
correction_audit,oracle_canonical,1,200,16,current_hybrid_logit_clip01,0,48,0,1,True,1d4ec075e86f013d,20260829,489947359
correction_audit,oracle_canonical,1,200,16,current_hybrid_logit_clip05,0,48,0,1,True,1d4ec075e86f013d,20260829,489947359
correction_audit,oracle_canonical,1,200,16,current_hybrid_rf,0,48,0,1,True,1d4ec075e86f013d,20260829,489947359
correction_audit,oracle_canonical,1,200,16,oracle_current_hybrid,0,48,0,1,True,1d4ec075e86f013d,20260829,489947359
correction_audit,oracle_canonical,1,200,16,oracle_reference_fold_convolution,0,48,0,1,True,1d4ec075e86f013d,20260829,489947359
correction_audit,oracle_canonical,1,200,16,raw_structured,0,48,0,1,True,1d4ec075e86f013d,20260829,489947359
correction_audit,oracle_canonical,1,200,16,reference_fold_convolution_intercept,0,48,0,1,True,1d4ec075e86f013d,20260829,489947359
correction_audit,oracle_canonical,1,200,16,reference_fold_convolution_logit,0,48,0,1,True,1d4ec075e86f013d,20260829,489947359
correction_audit,oracle_canonical,1,200,16,reference_fold_convolution_rf,0,48,0,1,True,1d4ec075e86f013d,20260829,489947359
correction_audit,oracle_canonical,1,200,64,current_hybrid_intercept,0,48,0,1,True,1d4ec075e86f013d,20260829,1712271281
correction_audit,oracle_canonical,1,200,64,current_hybrid_logit,0,48,0,1,True,1d4ec075e86f013d,20260829,1712271281
correction_audit,oracle_canonical,1,200,64,current_hybrid_logit_clip01,0,48,0,1,True,1d4ec075e86f013d,20260829,1712271281
correction_audit,oracle_canonical,1,200,64,current_hybrid_logit_clip05,0,48,0,1,True,1d4ec075e86f013d,20260829,1712271281
correction_audit,oracle_canonical,1,200,64,current_hybrid_rf,0,48,0,1,True,1d4ec075e86f013d,20260829,1712271281
correction_audit,oracle_canonical,1,200,64,oracle_current_hybrid,0,48,0,1,True,1d4ec075e86f013d,20260829,1712271281
correction_audit,oracle_canonical,1,200,64,oracle_reference_fold_convolution,0,48,0,1,True,1d4ec075e86f013d,20260829,1712271281
correction_audit,oracle_canonical,1,200,64,raw_structured,0,48,0,1,True,1d4ec075e86f013d,20260829,1712271281
correction_audit,oracle_canonical,1,200,64,reference_fold_convolution_intercept,0,48,0,1,True,1d4ec075e86f013d,20260829,1712271281
correction_audit,oracle_canonical,1,200,64,reference_fold_convolution_logit,0,48,0,1,True,1d4ec075e86f013d,20260829,1712271281
correction_audit,oracle_canonical,1,200,64,reference_fold_convolution_rf,0,48,0,1,True,1d4ec075e86f013d,20260829,1712271281
correction_audit,oracle_canonical,1,800,12,current_hybrid_intercept,0,48,0,1,True,1d4ec075e86f013d,20260829,695984344
correction_audit,oracle_canonical,1,800,12,current_hybrid_logit,0,48,0,1,True,1d4ec075e86f013d,20260829,695984344
correction_audit,oracle_canonical,1,800,12,current_hybrid_logit_clip01,0,48,0,1,True,1d4ec075e86f013d,20260829,695984344
correction_audit,oracle_canonical,1,800,12,current_hybrid_logit_clip05,0,48,0,1,True,1d4ec075e86f013d,20260829,695984344
correction_audit,oracle_canonical,1,800,12,current_hybrid_rf,0,48,0,1,True,1d4ec075e86f013d,20260829,695984344
